Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",42766,"(+/- 2649 )",43904,"(+/- 3053 )",68742,"(+/- 3129 )",57744,"(+/- 3185 )",26088,"(+/- 2395 )",18777,"(+/- 1545 )",17351,"(+/- 1662 )",22298,"(+/- 2043 )",22824,"(+/- 1945 )",29969,"(+/- 3131 )",27150,"(+/- 2301 )",26888,"(+/- 3267 )",6227,"(+/- 1679 )",12525,"(+/- 1485 )",2827,"(+/- 914 )",41707,"(+/- 2952 )",57981,"(+/- 3383 )",33246,"(+/- 2106 )",8645,"(+/- 984 )",7177,"(+/- 1143 )",4370,"(+/- 915 )",2534,"(+/- 585 )",2522,"(+/- 588 )",2888,"(+/- 647 )",5629,"(+/- 1004 )",2695,"(+/- 658 )",6727,"(+/- 1263 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2575,"(+/- 56 )",2693,"(+/- 39 )",3265,"(+/- 60 )",2958,"(+/- 47 )",2606,"(+/- 38 )",2347,"(+/- 66 )",2912,"(+/- 119 )",2641,"(+/- 67 )",2643,"(+/- 112 )",3514,"(+/- 177 )",2412,"(+/- 59 )",3144,"(+/- 177 )",2373,"(+/- 240 )",2314,"(+/- 106 )",2207,"(+/- 131 )",2965,"(+/- 102 )",3125,"(+/- 75 )",2333,"(+/- 36 )",1631,"(+/- 33 )",1641,"(+/- 30 )",1245,"(+/- 25 )",1167,"(+/- 20 )",1092,"(+/- 20 )",1263,"(+/- 28 )",1334,"(+/- 28 )",1130,"(+/- 20 )",1359,"(+/- 29 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",72227,"(+/- 3838 )",54621,"(+/- 2766 )",85218,"(+/- 4755 )",60861,"(+/- 3158 )",36601,"(+/- 2221 )",62526,"(+/- 3312 )",22397,"(+/- 1993 )",31495,"(+/- 2446 )",33126,"(+/- 2560 )",50432,"(+/- 4076 )",55930,"(+/- 3094 )",52397,"(+/- 4082 )",12962,"(+/- 2058 )",32871,"(+/- 2272 )",8125,"(+/- 1191 )",50342,"(+/- 3470 )",54854,"(+/- 3076 )",56580,"(+/- 3260 )",84396,"(+/- 3845 )",65486,"(+/- 3320 )",85004,"(+/- 3452 )",85764,"(+/- 3234 )",92706,"(+/- 3063 )",71624,"(+/- 2844 )",62728,"(+/- 3208 )",71854,"(+/- 3240 )",82482,"(+/- 3877 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",975,"(+/- 349 )",1220,"(+/- 394 )",4216,"(+/- 1006 )",1323,"(+/- 576 )",2205,"(+/- 707 )",9582,"(+/- 1389 )",3576,"(+/- 952 )",5069,"(+/- 1289 )",3986,"(+/- 881 )",9383,"(+/- 1869 )",2714,"(+/- 608 )",8150,"(+/- 1870 )",5535,"(+/- 1412 )",3846,"(+/- 879 )",1996,"(+/- 693 )",8909,"(+/- 2167 )",1924,"(+/- 779 )",729,"(+/- 373 )",6200,"(+/- 1155 )",3582,"(+/- 863 )",9710,"(+/- 1095 )",7528,"(+/- 1111 )",9941,"(+/- 1122 )",4581,"(+/- 824 )",2695,"(+/- 685 )",5964,"(+/- 976 )",4563,"(+/- 1030 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",2516,"(+/- 1066 )",1080,"(+/- 503 )",1420,"(+/- 657 )",896,"(+/- 557 )",1472,"(+/- 493 )",3955,"(+/- 906 )",1710,"(+/- 577 )",2534,"(+/- 756 )",1825,"(+/- 565 )",2391,"(+/- 1023 )",1737,"(+/- 598 )",2932,"(+/- 884 )",759,"(+/- 479 )",1594,"(+/- 637 )",551,"(+/- 261 )",3498,"(+/- 941 )",1343,"(+/- 572 )",2855,"(+/- 794 )",13026,"(+/- 1427 )",9739,"(+/- 1140 )",21414,"(+/- 1732 )",19938,"(+/- 1894 )",24593,"(+/- 1845 )",15057,"(+/- 1397 )",10436,"(+/- 1401 )",18324,"(+/- 1757 )",15724,"(+/- 1536 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",4892,"(+/- 1010 )",2061,"(+/- 722 )",3258,"(+/- 864 )",1805,"(+/- 550 )",4210,"(+/- 805 )",5477,"(+/- 1136 )",3383,"(+/- 867 )",3473,"(+/- 886 )",3849,"(+/- 829 )",4713,"(+/- 1883 )",5988,"(+/- 1190 )",3984,"(+/- 1133 )",914,"(+/- 424 )",2583,"(+/- 591 )",1121,"(+/- 564 )",2846,"(+/- 869 )",3983,"(+/- 1132 )",6593,"(+/- 1081 )",22705,"(+/- 2190 )",20780,"(+/- 1889 )",29297,"(+/- 2115 )",32999,"(+/- 2221 )",30472,"(+/- 1988 )",24220,"(+/- 2004 )",19747,"(+/- 1783 )",24255,"(+/- 2220 )",27908,"(+/- 2027 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",10129,"(+/- 1721 )",4269,"(+/- 946 )",5587,"(+/- 1276 )",3400,"(+/- 821 )",8283,"(+/- 1001 )",10933,"(+/- 1525 )",3274,"(+/- 612 )",6583,"(+/- 1217 )",6066,"(+/- 1037 )",5015,"(+/- 1211 )",12152,"(+/- 1668 )",6102,"(+/- 1766 )",515,"(+/- 295 )",6101,"(+/- 1094 )",1783,"(+/- 748 )",4052,"(+/- 935 )",2510,"(+/- 740 )",9791,"(+/- 1439 )",18050,"(+/- 1509 )",14431,"(+/- 1676 )",14421,"(+/- 1520 )",15793,"(+/- 1641 )",16306,"(+/- 1298 )",14914,"(+/- 1727 )",13913,"(+/- 1513 )",15305,"(+/- 1788 )",18982,"(+/- 1787 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",15029,"(+/- 1930 )",8738,"(+/- 1405 )",9801,"(+/- 2616 )",7082,"(+/- 1172 )",8741,"(+/- 1029 )",12466,"(+/- 1506 )",3246,"(+/- 761 )",5652,"(+/- 997 )",6023,"(+/- 854 )",5997,"(+/- 1320 )",12813,"(+/- 1655 )",4645,"(+/- 1271 )",1037,"(+/- 655 )",7318,"(+/- 1110 )",1246,"(+/- 528 )",4657,"(+/- 1069 )",6432,"(+/- 1085 )",11577,"(+/- 1495 )",12016,"(+/- 1440 )",9192,"(+/- 1182 )",5205,"(+/- 943 )",5633,"(+/- 814 )",5981,"(+/- 984 )",7542,"(+/- 1107 )",7777,"(+/- 1250 )",3996,"(+/- 877 )",8170,"(+/- 1289 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",38686,"(+/- 2864 )",37253,"(+/- 2118 )",60936,"(+/- 3390 )",46355,"(+/- 2845 )",11690,"(+/- 1452 )",20113,"(+/- 2250 )",7208,"(+/- 1034 )",8184,"(+/- 1245 )",11377,"(+/- 1590 )",22933,"(+/- 2913 )",20526,"(+/- 2170 )",26584,"(+/- 3275 )",4202,"(+/- 1078 )",11429,"(+/- 1560 )",1428,"(+/- 583 )",26380,"(+/- 2033 )",38662,"(+/- 2543 )",25035,"(+/- 2261 )",12399,"(+/- 1628 )",7762,"(+/- 1181 )",4957,"(+/- 1274 )",3873,"(+/- 847 )",5413,"(+/- 778 )",5310,"(+/- 951 )",8160,"(+/- 1205 )",4010,"(+/- 874 )",7135,"(+/- 1247 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1038,"(+/- 30 )",1191,"(+/- 32 )",1318,"(+/- 41 )",1320,"(+/- 26 )",855,"(+/- 22 )",827,"(+/- 30 )",772,"(+/- 60 )",761,"(+/- 33 )",837,"(+/- 40 )",937,"(+/- 82 )",879,"(+/- 27 )",1042,"(+/- 85 )",605,"(+/- 319 )",865,"(+/- 33 )",675,"(+/- 93 )",1090,"(+/- 91 )",1347,"(+/- 48 )",939,"(+/- 33 )",604,"(+/- 20 )",588,"(+/- 16 )",468,"(+/- 9 )",483,"(+/- 11 )",466,"(+/- 9 )",530,"(+/- 12 )",585,"(+/- 14 )",485,"(+/- 14 )",550,"(+/- 12 )"
Housing,"Gross Rent","Occupied units paying rent",42740,"(+/- 3312 )",36527,"(+/- 2913 )",42431,"(+/- 3077 )",50861,"(+/- 3228 )",98085,"(+/- 4454 )",138768,"(+/- 4981 )",191221,"(+/- 5384 )",195972,"(+/- 6488 )",190603,"(+/- 5411 )",197405,"(+/- 7675 )",103404,"(+/- 4277 )",253941,"(+/- 8790 )",265831,"(+/- 7215 )",152814,"(+/- 5251 )",231588,"(+/- 4890 )",132710,"(+/- 4993 )",80215,"(+/- 3627 )",64679,"(+/- 3536 )",67033,"(+/- 3545 )",106864,"(+/- 4113 )",74660,"(+/- 3630 )",78504,"(+/- 3721 )",79497,"(+/- 3648 )",88617,"(+/- 3963 )",106969,"(+/- 3781 )",120180,"(+/- 4018 )",63629,"(+/- 3438 )"
Housing,"Gross Rent","Less than $500",1993,"(+/- 816 )",2161,"(+/- 693 )",2019,"(+/- 719 )",4155,"(+/- 1027 )",8201,"(+/- 1746 )",3264,"(+/- 996 )",28474,"(+/- 2672 )",34538,"(+/- 3187 )",16689,"(+/- 2028 )",13380,"(+/- 2574 )",9834,"(+/- 1812 )",13935,"(+/- 2465 )",45516,"(+/- 4086 )",7912,"(+/- 1420 )",48756,"(+/- 3142 )",9572,"(+/- 1570 )",5040,"(+/- 1057 )",2796,"(+/- 901 )",5863,"(+/- 986 )",11165,"(+/- 1445 )",10956,"(+/- 1477 )",13371,"(+/- 1893 )",12942,"(+/- 1485 )",14292,"(+/- 1470 )",10554,"(+/- 1488 )",17919,"(+/- 1981 )",9539,"(+/- 1504 )"
Housing,"Gross Rent","$500 to $999",3632,"(+/- 1098 )",3088,"(+/- 1227 )",4039,"(+/- 1114 )",5452,"(+/- 1248 )",17777,"(+/- 2320 )",15065,"(+/- 2006 )",29966,"(+/- 2770 )",38484,"(+/- 3124 )",33360,"(+/- 3030 )",29122,"(+/- 3566 )",15735,"(+/- 2367 )",23250,"(+/- 3407 )",56809,"(+/- 4215 )",15663,"(+/- 1841 )",50904,"(+/- 4130 )",19388,"(+/- 3284 )",9076,"(+/- 1521 )",15262,"(+/- 2600 )",32994,"(+/- 2634 )",48082,"(+/- 3012 )",39573,"(+/- 2834 )",52455,"(+/- 3397 )",47809,"(+/- 3453 )",50946,"(+/- 3281 )",57911,"(+/- 3486 )",75617,"(+/- 3766 )",38322,"(+/- 3251 )"
Housing,"Gross Rent","$1,000 to $1,499",9321,"(+/- 1676 )",9028,"(+/- 1823 )",7973,"(+/- 1847 )",13593,"(+/- 2150 )",31153,"(+/- 2715 )",50858,"(+/- 3869 )",46386,"(+/- 3356 )",52217,"(+/- 3191 )",70718,"(+/- 3550 )",42646,"(+/- 2986 )",36264,"(+/- 2748 )",30773,"(+/- 4003 )",85389,"(+/- 5435 )",59284,"(+/- 4177 )",91360,"(+/- 4622 )",48514,"(+/- 3842 )",23188,"(+/- 2409 )",25615,"(+/- 2402 )",19536,"(+/- 2143 )",36157,"(+/- 3096 )",17764,"(+/- 2155 )",9277,"(+/- 1194 )",12804,"(+/- 1481 )",18184,"(+/- 1687 )",28715,"(+/- 2645 )",20062,"(+/- 2040 )",12193,"(+/- 1849 )"
Housing,"Gross Rent","$1,500 to $1,999",14773,"(+/- 2190 )",12490,"(+/- 1627 )",10913,"(+/- 1539 )",12297,"(+/- 1953 )",31691,"(+/- 3013 )",48675,"(+/- 3122 )",37488,"(+/- 3025 )",38190,"(+/- 3057 )",43175,"(+/- 3178 )",28097,"(+/- 2928 )",27246,"(+/- 2391 )",45003,"(+/- 3440 )",45560,"(+/- 4080 )",49247,"(+/- 3335 )",33127,"(+/- 3346 )",38057,"(+/- 3126 )",22708,"(+/- 2406 )",13300,"(+/- 1913 )",6491,"(+/- 1327 )",7748,"(+/- 1447 )",4978,"(+/- 1098 )",2194,"(+/- 640 )",4605,"(+/- 915 )",3357,"(+/- 832 )",6272,"(+/- 1236 )",4578,"(+/- 1266 )",2249,"(+/- 717 )"
Housing,"Gross Rent","$2,000 to $2,499",8837,"(+/- 1822 )",6924,"(+/- 1468 )",8284,"(+/- 1632 )",7661,"(+/- 1498 )",7695,"(+/- 1429 )",14513,"(+/- 2148 )",21064,"(+/- 2127 )",17185,"(+/- 1867 )",15779,"(+/- 1813 )",24626,"(+/- 3186 )",11205,"(+/- 1967 )",45035,"(+/- 4266 )",21651,"(+/- 2358 )",15545,"(+/- 1858 )",6545,"(+/- 1642 )",11468,"(+/- 1833 )",10216,"(+/- 1815 )",4779,"(+/- 1164 )",1384,"(+/- 537 )",2655,"(+/- 907 )",858,"(+/- 351 )",628,"(+/- 276 )",1099,"(+/- 492 )",1154,"(+/- 512 )",1683,"(+/- 687 )",917,"(+/- 453 )",344,"(+/- 232 )"
Housing,"Gross Rent","$2,500 to $2,999",3064,"(+/- 1009 )",1740,"(+/- 753 )",4681,"(+/- 1191 )",3681,"(+/- 1030 )",1183,"(+/- 438 )",4212,"(+/- 957 )",13717,"(+/- 1918 )",7693,"(+/- 1383 )",6387,"(+/- 1269 )",18684,"(+/- 2867 )",1817,"(+/- 718 )",32957,"(+/- 3386 )",5778,"(+/- 1361 )",3319,"(+/- 782 )",681,"(+/- 373 )",3223,"(+/- 983 )",5885,"(+/- 1388 )",1458,"(+/- 649 )",566,"(+/- 418 )",73,"(+/- 86 )",340,"(+/- 391 )",0,"(+/- 200 )",75,"(+/- 93 )",383,"(+/- 286 )",246,"(+/- 191 )",497,"(+/- 431 )",608,"(+/- 500 )"
Housing,"Gross Rent","$3,000 or more",1120,"(+/- 519 )",1096,"(+/- 491 )",4522,"(+/- 1308 )",4022,"(+/- 1168 )",385,"(+/- 242 )",2181,"(+/- 798 )",14126,"(+/- 1932 )",7665,"(+/- 1604 )",4495,"(+/- 1061 )",40850,"(+/- 3853 )",1303,"(+/- 471 )",62988,"(+/- 4341 )",5128,"(+/- 1139 )",1844,"(+/- 689 )",215,"(+/- 222 )",2488,"(+/- 669 )",4102,"(+/- 1008 )",1469,"(+/- 559 )",199,"(+/- 224 )",984,"(+/- 422 )",191,"(+/- 169 )",579,"(+/- 279 )",163,"(+/- 191 )",301,"(+/- 241 )",1588,"(+/- 629 )",590,"(+/- 408 )",374,"(+/- 297 )"
Housing,"Gross Rent","Median (dollars)",1717,"(+/- 54 )",1660,"(+/- 59 )",1829,"(+/- 68 )",1591,"(+/- 79 )",1371,"(+/- 37 )",1502,"(+/- 28 )",1401,"(+/- 31 )",1245,"(+/- 34 )",1324,"(+/- 23 )",1741,"(+/- 68 )",1374,"(+/- 26 )",2156,"(+/- 50 )",1167,"(+/- 23 )",1452,"(+/- 23 )",1079,"(+/- 18 )",1397,"(+/- 26 )",1562,"(+/- 44 )",1239,"(+/- 38 )",930,"(+/- 25 )",959,"(+/- 19 )",826,"(+/- 23 )",727,"(+/- 18 )",760,"(+/- 17 )",811,"(+/- 18 )",904,"(+/- 16 )",765,"(+/- 13 )",782,"(+/- 17 )"
Housing,"Gross Rent","No rent paid",3753,"(+/- 1034 )",1703,"(+/- 649 )",4754,"(+/- 1048 )",3677,"(+/- 950 )",3037,"(+/- 949 )",6639,"(+/- 1326 )",2752,"(+/- 763 )",4186,"(+/- 1024 )",5916,"(+/- 1424 )",5195,"(+/- 1550 )",4856,"(+/- 1100 )",3342,"(+/- 1114 )",4436,"(+/- 1318 )",3359,"(+/- 926 )",6343,"(+/- 1259 )",4109,"(+/- 1088 )",3126,"(+/- 1006 )",3763,"(+/- 953 )",5861,"(+/- 1189 )",3353,"(+/- 1061 )",6697,"(+/- 1396 )",5455,"(+/- 1018 )",4540,"(+/- 798 )",5417,"(+/- 1305 )",2541,"(+/- 844 )",5263,"(+/- 1250 )",4478,"(+/- 1005 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",242952,"(+/- 4835 )",218675,"(+/- 4512 )",251028,"(+/- 6135 )",235269,"(+/- 3564 )",227456,"(+/- 5130 )",270237,"(+/- 5226 )",253092,"(+/- 6132 )",292705,"(+/- 5887 )",286098,"(+/- 5740 )",304597,"(+/- 7447 )",261768,"(+/- 4251 )",359465,"(+/- 8746 )",302472,"(+/- 7244 )",231976,"(+/- 5794 )",259124,"(+/- 4691 )",272182,"(+/- 5001 )",245675,"(+/- 3517 )",249783,"(+/- 3639 )",265595,"(+/- 4670 )",285388,"(+/- 3834 )",272128,"(+/- 4871 )",273722,"(+/- 3965 )",277106,"(+/- 4386 )",281415,"(+/- 3598 )",291931,"(+/- 3356 )",306166,"(+/- 4294 )",286327,"(+/- 4441 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",9554,"(+/- 1810 )",7348,"(+/- 1564 )",10344,"(+/- 1604 )",7249,"(+/- 1295 )",13163,"(+/- 1825 )",18062,"(+/- 2342 )",27239,"(+/- 3109 )",38525,"(+/- 3355 )",34997,"(+/- 3535 )",21292,"(+/- 3221 )",21039,"(+/- 2568 )",23633,"(+/- 3402 )",38646,"(+/- 3942 )",14426,"(+/- 2259 )",51379,"(+/- 3602 )",15547,"(+/- 2131 )",9289,"(+/- 1500 )",7765,"(+/- 1448 )",13432,"(+/- 1644 )",18282,"(+/- 2028 )",15011,"(+/- 1609 )",19827,"(+/- 2547 )",21455,"(+/- 2384 )",20746,"(+/- 2011 )",21473,"(+/- 2203 )",27480,"(+/- 2703 )",12658,"(+/- 1668 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",6840,"(+/- 1357 )",4505,"(+/- 1115 )",7079,"(+/- 2761 )",6020,"(+/- 1221 )",7742,"(+/- 1750 )",8889,"(+/- 1385 )",16478,"(+/- 2223 )",18423,"(+/- 2359 )",15482,"(+/- 1869 )",13777,"(+/- 2248 )",12061,"(+/- 1941 )",10628,"(+/- 2089 )",26505,"(+/- 3377 )",11256,"(+/- 1794 )",27220,"(+/- 2638 )",11106,"(+/- 1749 )",7256,"(+/- 1303 )",9314,"(+/- 1622 )",13105,"(+/- 1762 )",13349,"(+/- 1736 )",14255,"(+/- 1879 )",13898,"(+/- 1591 )",12995,"(+/- 1324 )",11660,"(+/- 1379 )",14218,"(+/- 1963 )",19517,"(+/- 2345 )",10539,"(+/- 1694 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",13052,"(+/- 1695 )",11964,"(+/- 1886 )",12054,"(+/- 2020 )",13547,"(+/- 1672 )",17517,"(+/- 1879 )",28111,"(+/- 2559 )",24702,"(+/- 2391 )",28906,"(+/- 2794 )",23530,"(+/- 2807 )",24289,"(+/- 3193 )",19646,"(+/- 2246 )",18928,"(+/- 2893 )",34784,"(+/- 3480 )",19192,"(+/- 2187 )",41838,"(+/- 3664 )",23894,"(+/- 2942 )",16521,"(+/- 1890 )",17140,"(+/- 1956 )",24503,"(+/- 2645 )",21377,"(+/- 2357 )",27737,"(+/- 1916 )",29317,"(+/- 2181 )",32624,"(+/- 2054 )",27084,"(+/- 2141 )",29040,"(+/- 2566 )",35427,"(+/- 2650 )",26717,"(+/- 2650 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",12978,"(+/- 1986 )",11202,"(+/- 1806 )",12908,"(+/- 1818 )",9784,"(+/- 1717 )",16451,"(+/- 1942 )",22551,"(+/- 2106 )",23435,"(+/- 2598 )",24195,"(+/- 2601 )",20198,"(+/- 2596 )",18874,"(+/- 2379 )",18477,"(+/- 1943 )",14473,"(+/- 2288 )",28257,"(+/- 3329 )",20453,"(+/- 2112 )",28820,"(+/- 2690 )",23610,"(+/- 2922 )",13689,"(+/- 1931 )",15974,"(+/- 2051 )",23943,"(+/- 2120 )",21245,"(+/- 2479 )",27523,"(+/- 2190 )",28593,"(+/- 2285 )",29821,"(+/- 2479 )",29402,"(+/- 2399 )",28632,"(+/- 2463 )",32130,"(+/- 3082 )",25455,"(+/- 2666 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",22576,"(+/- 2582 )",18767,"(+/- 1756 )",19650,"(+/- 2273 )",17956,"(+/- 2253 )",25990,"(+/- 2796 )",32443,"(+/- 2885 )",25219,"(+/- 2639 )",30599,"(+/- 2959 )",33958,"(+/- 2820 )",21483,"(+/- 2365 )",25251,"(+/- 2689 )",21010,"(+/- 2831 )",34439,"(+/- 3600 )",32091,"(+/- 3303 )",35769,"(+/- 3320 )",26072,"(+/- 3475 )",21039,"(+/- 2460 )",23332,"(+/- 2500 )",32216,"(+/- 2162 )",35021,"(+/- 3041 )",39336,"(+/- 2955 )",39160,"(+/- 2491 )",39371,"(+/- 2354 )",36611,"(+/- 2158 )",36859,"(+/- 2983 )",40409,"(+/- 3140 )",36733,"(+/- 2277 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",34933,"(+/- 2524 )",29544,"(+/- 2781 )",28944,"(+/- 2563 )",30249,"(+/- 2801 )",39052,"(+/- 2838 )",46495,"(+/- 3443 )",34018,"(+/- 3079 )",42039,"(+/- 3260 )",42867,"(+/- 3617 )",29906,"(+/- 3254 )",37570,"(+/- 3248 )",41786,"(+/- 4089 )",48378,"(+/- 4227 )",46080,"(+/- 3394 )",36078,"(+/- 3448 )",43218,"(+/- 3546 )",32477,"(+/- 3268 )",37040,"(+/- 2757 )",49205,"(+/- 3238 )",47061,"(+/- 2782 )",51214,"(+/- 2630 )",51731,"(+/- 2934 )",54888,"(+/- 3176 )",53729,"(+/- 3369 )",51427,"(+/- 3246 )",55815,"(+/- 3349 )",53469,"(+/- 3302 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",29890,"(+/- 2566 )",28242,"(+/- 2350 )",26153,"(+/- 2214 )",29145,"(+/- 2421 )",30478,"(+/- 2380 )",33996,"(+/- 2448 )",27684,"(+/- 2689 )",33190,"(+/- 2773 )",32528,"(+/- 2833 )",29851,"(+/- 3377 )",28822,"(+/- 2860 )",34646,"(+/- 3522 )",30814,"(+/- 3047 )",30667,"(+/- 2974 )",17245,"(+/- 2179 )",30452,"(+/- 2926 )",25478,"(+/- 2824 )",33023,"(+/- 2706 )",35362,"(+/- 2782 )",36868,"(+/- 2995 )",38992,"(+/- 2339 )",37893,"(+/- 2583 )",36630,"(+/- 2130 )",35243,"(+/- 2360 )",37530,"(+/- 2515 )",34749,"(+/- 2922 )",40337,"(+/- 2809 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",47919,"(+/- 3061 )",45236,"(+/- 3128 )",42776,"(+/- 3059 )",46960,"(+/- 3047 )",40439,"(+/- 2949 )",41142,"(+/- 2648 )",30514,"(+/- 3158 )",37231,"(+/- 2565 )",40549,"(+/- 3016 )",44906,"(+/- 3875 )",45880,"(+/- 3231 )",63702,"(+/- 4790 )",33876,"(+/- 3008 )",32948,"(+/- 2777 )",14175,"(+/- 1973 )",39357,"(+/- 2806 )",43031,"(+/- 2828 )",46976,"(+/- 3124 )",42478,"(+/- 2724 )",50380,"(+/- 3043 )",38302,"(+/- 2563 )",33629,"(+/- 2257 )",31950,"(+/- 2203 )",40455,"(+/- 2736 )",40850,"(+/- 2867 )",38896,"(+/- 2794 )",47601,"(+/- 3335 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",30537,"(+/- 2786 )",31613,"(+/- 2329 )",32339,"(+/- 2589 )",31125,"(+/- 2662 )",21877,"(+/- 2106 )",20621,"(+/- 2063 )",17559,"(+/- 1862 )",20350,"(+/- 1862 )",18947,"(+/- 2040 )",28312,"(+/- 3655 )",26598,"(+/- 2294 )",36195,"(+/- 3566 )",12483,"(+/- 2096 )",15281,"(+/- 2046 )",4253,"(+/- 1060 )",20905,"(+/- 2346 )",27143,"(+/- 2666 )",27163,"(+/- 2210 )",16847,"(+/- 1760 )",22299,"(+/- 2481 )",11528,"(+/- 1434 )",12159,"(+/- 1599 )",8605,"(+/- 1013 )",14285,"(+/- 1614 )",16363,"(+/- 1878 )",12464,"(+/- 1515 )",17238,"(+/- 2120 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",34673,"(+/- 2432 )",30254,"(+/- 2420 )",58781,"(+/- 2705 )",43234,"(+/- 2794 )",14747,"(+/- 1702 )",17927,"(+/- 1887 )",26244,"(+/- 2421 )",19247,"(+/- 1756 )",23042,"(+/- 2160 )",71907,"(+/- 4996 )",26424,"(+/- 2255 )",94464,"(+/- 4852 )",14290,"(+/- 2414 )",9582,"(+/- 1492 )",2347,"(+/- 665 )",38021,"(+/- 2806 )",49752,"(+/- 2785 )",32056,"(+/- 2410 )",14504,"(+/- 1718 )",19506,"(+/- 2133 )",8230,"(+/- 947 )",7515,"(+/- 1110 )",8767,"(+/- 1245 )",12200,"(+/- 1438 )",15539,"(+/- 1624 )",9279,"(+/- 1566 )",15580,"(+/- 1770 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",92284,"(+/- 2670 )",97387,"(+/- 3670 )",107412,"(+/- 4410 )",102205,"(+/- 2488 )",70481,"(+/- 3013 )",62278,"(+/- 1722 )",56197,"(+/- 2590 )",52956,"(+/- 2870 )",57453,"(+/- 3027 )",93629,"(+/- 5522 )",72633,"(+/- 2254 )",107010,"(+/- 5034 )",43880,"(+/- 2374 )",58331,"(+/- 2375 )",28042,"(+/- 1664 )",69463,"(+/- 3578 )",96125,"(+/- 4145 )",86211,"(+/- 2856 )",61662,"(+/- 1708 )",66532,"(+/- 1788 )",54311,"(+/- 1526 )",52212,"(+/- 1125 )",50747,"(+/- 1170 )",55721,"(+/- 1502 )",57149,"(+/- 1873 )",49148,"(+/- 1788 )",64032,"(+/- 1478 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",118590,"(+/- 3002 )",120343,"(+/- 4287 )",156840,"(+/- 5095 )",129928,"(+/- 3483 )",88486,"(+/- 2612 )",83505,"(+/- 2413 )",93730,"(+/- 4053 )",77977,"(+/- 2518 )",85226,"(+/- 2609 )",164399,"(+/- 10215 )",96569,"(+/- 2648 )",173999,"(+/- 6316 )",66893,"(+/- 2995 )",75631,"(+/- 1934 )",42361,"(+/- 2038 )",116529,"(+/- 4610 )",136550,"(+/- 3660 )",116131,"(+/- 3455 )",80914,"(+/- 2420 )",87886,"(+/- 2547 )",69582,"(+/- 1661 )",68359,"(+/- 2209 )",65762,"(+/- 1639 )",74644,"(+/- 1911 )",77188,"(+/- 2112 )",66045,"(+/- 2047 )",82240,"(+/- 2496 )"
