Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",291464,G,350390,G,266816,G,298703,G,218927,G,361421,G,306043,G,285698,G,209581,G,216281,G,258837,G,244469,G,317733,G,448098,G,317683,G,292980,G,261532,G,312459,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",0,N,a,D,149,H,81,H,352,G,220,H,337,G,24,J,152,J,281,G,198,H,62,H,6,G,a,D,138,J,408,G,51,J,59,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,b,D,1938,G,481,H,2559,G,198,G,248,G,201,J,3012,G,2298,G,1180,H,1361,G,68,J,492,G,121,H,329,G,635,G,5205,G
Business,"Paid employees for pay period including March 12",Utilities,e,D,2150,J,1264,G,2242,H,1160,G,2790,H,1096,J,513,J,1736,G,1025,G,2110,H,2258,H,779,J,2662,H,3605,J,1723,H,1134,H,1516,J
Business,"Paid employees for pay period including March 12",Construction,9521,G,3697,G,10614,G,14901,G,8092,G,13818,G,19700,G,18710,G,9687,G,9371,G,8347,G,13361,G,14561,G,17758,G,11432,G,23239,H,7700,G,22816,G
Business,"Paid employees for pay period including March 12",Manufacturing,13727,G,2966,G,40912,G,40438,G,44679,G,31409,G,24954,G,34620,G,28578,G,35849,G,31429,G,26715,G,20418,G,20844,G,42258,G,45322,G,31459,G,23347,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10583,G,3859,G,10076,G,13964,G,5467,G,20636,G,12877,G,21252,G,8252,G,6823,G,11096,G,9002,G,22324,G,13979,G,20979,G,16849,G,11734,G,17833,G
Business,"Paid employees for pay period including March 12","Retail trade",27827,G,20649,G,35758,G,38958,G,36933,G,48722,G,31967,G,41707,G,33136,G,37322,G,33031,G,37013,G,49023,G,37812,G,40076,G,36395,G,37246,G,43321,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",23540,G,2787,H,8907,G,17012,G,10261,G,10851,G,6411,H,8961,G,14927,G,8559,G,24043,G,9521,H,6549,G,7991,G,18268,G,10130,G,20914,G,12640,G
Business,"Paid employees for pay period including March 12",Information,5181,G,12636,H,3927,G,4285,G,3241,G,11595,G,11213,G,5623,G,2755,G,2271,H,4589,G,4916,G,7533,G,12139,G,4602,G,3376,G,6010,G,4052,G
Business,"Paid employees for pay period including March 12","Finance and insurance",13488,G,25254,G,10172,H,13672,H,5429,G,31866,H,23116,G,10240,G,5542,H,6553,G,12590,G,8234,G,14777,H,40516,G,10475,H,9437,H,9887,G,9388,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5357,H,6134,G,2659,G,3274,G,2327,G,4295,G,4619,G,3816,G,1502,G,2161,G,2024,G,2778,G,4797,G,5682,G,3281,G,5937,H,1937,G,3711,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",11691,G,39301,G,12116,G,16300,G,6779,G,29422,G,27048,G,18997,G,6644,G,5784,G,12417,G,13441,G,22614,G,41844,G,11247,G,14223,G,7522,G,17274,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",8787,H,6498,H,4495,G,11395,G,2104,H,19462,G,13486,G,5028,H,2824,G,1575,H,9356,G,8059,G,11413,G,23006,H,11442,H,8667,G,4382,G,24374,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14771,G,14063,G,12639,G,15792,G,7950,G,21780,G,25203,G,17198,G,8805,G,6519,G,16205,G,14217,G,23216,G,21308,G,17529,G,11354,G,13523,G,18181,G
Business,"Paid employees for pay period including March 12","Educational services",25816,H,65129,H,11608,H,8564,H,3958,G,9351,G,11927,G,5999,G,4163,H,6664,J,6545,H,5755,G,10345,G,48942,G,12114,H,8876,G,13184,G,7893,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",54886,G,95338,G,59210,G,48723,G,39306,G,54160,G,49297,G,47891,G,42223,G,41959,G,48304,G,47512,G,69262,G,86424,H,59927,G,53164,G,53960,G,50486,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",20015,H,5750,G,3395,G,4265,G,4002,H,6862,G,5683,G,7824,H,3027,H,2987,H,2483,G,2922,G,3639,H,10118,H,6986,G,5649,G,7800,G,4849,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",32165,G,28175,G,24029,G,27042,G,23078,G,27385,G,22787,G,23418,G,21706,G,26966,G,21694,G,23689,G,24340,G,39804,G,30333,G,23180,G,22501,G,30343,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13621,G,15877,G,12917,G,17295,G,11222,G,16565,G,14023,G,13658,G,10881,G,11275,G,11162,G,13606,G,12045,G,16719,G,12836,G,14695,G,9943,G,15093,G
Business,"Paid employees for pay period including March 12","Industries not classified",21,J,49,J,31,J,19,J,28,J,34,G,51,H,18,J,29,G,39,H,34,J,47,J,24,G,55,J,34,J,27,G,10,J,78,J
Business,"Annual payroll ($1,000)","Total for all sectors",14389659,G,23295301,G,10196656,G,13183659,G,7954696,G,23006660,G,18638182,G,13204184,G,7567679,G,7757296,G,10823377,G,10566553,G,17722615,G,24666879,G,15506163,G,12916169,G,9889035,G,14347249,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",0,N,D,D,4641,G,4153,H,12615,G,7075,H,14222,G,468,H,4914,G,10214,H,10176,H,1939,H,335,J,D,D,7412,H,13978,G,1034,J,1483,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,D,D,110719,G,32901,H,140123,G,11963,H,12801,H,13019,H,182926,G,156507,G,74665,H,122337,H,4889,J,28411,G,7017,G,19959,H,36018,G,485006,G
Business,"Annual payroll ($1,000)",Utilities,D,D,228677,J,97524,G,264434,H,91677,G,342117,G,170212,J,51829,J,165017,G,85454,G,253451,H,219044,H,84216,J,245624,H,504982,J,145331,H,97005,H,134176,H
Business,"Annual payroll ($1,000)",Construction,710497,G,334468,G,563344,G,886586,G,393410,G,899246,G,1374179,G,1253436,G,470874,G,443755,G,411541,G,736543,G,1045406,G,1107317,G,675051,G,1200749,G,419193,G,1367725,G
Business,"Annual payroll ($1,000)",Manufacturing,892026,G,158804,G,2096503,G,2088767,G,2396562,G,1974762,G,1974298,H,1947910,G,1399027,G,1861647,G,1539352,G,1642027,G,1373909,G,1261777,G,2472969,G,2497026,G,1542315,G,1264263,G
Business,"Annual payroll ($1,000)","Wholesale trade",627198,G,261794,G,527293,G,755595,G,243283,G,2210746,H,1018536,G,1316320,G,407579,G,295438,G,606470,G,521878,G,2360696,H,847967,G,1548806,G,923988,G,614603,G,1140310,H
Business,"Annual payroll ($1,000)","Retail trade",736991,G,533884,G,862643,G,952122,G,857429,G,1520970,G,912182,G,1177506,G,798628,G,878679,G,823717,G,965716,G,1330255,G,965986,G,1049707,G,927571,G,903104,G,1146050,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",1299585,H,193437,H,332505,G,706905,G,364008,G,487385,G,312473,G,357597,G,549064,H,326064,G,1021426,G,360625,G,243620,G,313562,G,773344,G,426178,G,865123,G,560054,G
Business,"Annual payroll ($1,000)",Information,364764,G,2029973,H,197713,G,218792,G,175113,G,1258594,H,1192746,H,421535,G,112786,G,83621,H,218736,G,323345,G,534053,G,1139106,G,280869,G,163964,G,274352,G,336788,H
Business,"Annual payroll ($1,000)","Finance and insurance",1256634,G,3487666,G,629639,H,905824,G,268449,G,3409357,H,2408338,G,720709,G,269497,H,345079,G,726197,G,508957,G,1500098,G,3445160,G,708161,H,642010,G,573066,H,608049,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",267207,H,423692,G,90132,G,157760,G,80702,G,395245,G,327065,G,192548,G,47375,G,80908,G,87073,G,116579,G,347908,H,295449,G,132090,G,346867,H,77087,G,172540,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",882311,G,4122376,G,696881,H,1221255,G,336650,G,2798598,G,2495106,G,1419223,G,306638,G,253699,G,708886,G,920613,G,2027691,G,3461385,G,721595,G,918509,H,418483,G,1210754,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",551426,H,745321,H,280276,G,1005391,G,124954,H,3015689,G,1676038,H,406040,G,180461,G,84002,H,760162,G,783204,G,1532550,G,2221527,H,1311417,H,773398,H,305674,G,1919294,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",476128,G,566469,G,353000,G,467149,G,220360,G,879910,G,1195560,G,741455,G,245900,G,186896,G,532596,G,502002,G,1060838,G,738676,G,575373,G,365458,G,375764,G,666572,G
Business,"Annual payroll ($1,000)","Educational services",1274941,H,3503405,H,258572,G,224309,G,105685,G,329947,G,453447,H,197524,G,103131,H,181219,J,180974,H,177606,H,367279,G,2088355,G,449263,H,237786,G,430153,G,227804,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2893762,G,5307189,G,2407545,G,2293344,G,1528747,G,2361073,G,2104308,G,2036352,G,1721495,G,1732430,G,2174686,H,1938533,H,3036983,G,4602592,H,3212275,G,2438685,G,2269323,G,2052588,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",978623,G,192519,H,60423,G,66272,G,62063,H,121527,G,134872,G,160315,H,42010,G,49160,G,66404,G,61142,G,78132,H,692328,G,170012,G,116043,G,114694,G,130514,G
Business,"Annual payroll ($1,000)","Accommodation and food services",702666,G,594350,G,321713,G,411637,G,316022,G,461461,G,405824,G,385518,G,325991,G,465354,G,322599,G,329948,G,424029,G,699514,G,565237,G,381661,G,337236,G,452346,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",419985,G,597524,G,305136,G,520033,G,235947,G,519844,G,454813,G,404325,G,233837,G,236434,G,303588,G,333851,G,369246,G,511331,G,340052,G,376428,G,234253,G,465267,G
Business,"Annual payroll ($1,000)","Industries not classified",904,H,1396,G,454,G,430,G,897,G,1151,G,1162,G,555,G,529,G,736,G,678,G,664,G,482,G,637,G,531,G,580,G,555,H,5666,H
Business,"Total Establishments","Total for all sectors",14163,X,14463,X,16456,X,15849,X,15674,X,20200,X,18227,X,21281,X,14386,X,15717,X,14727,X,16801,X,17870,X,19206,X,16002,X,15781,X,14996,X,18740,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",0,X,2,X,47,X,18,X,113,X,25,X,28,X,11,X,38,X,62,X,23,X,16,X,4,X,1,X,20,X,45,X,12,X,20,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,2,X,119,X,17,X,205,X,15,X,19,X,19,X,117,X,158,X,72,X,68,X,4,X,23,X,16,X,15,X,62,X,131,X
Business,"Total Establishments",Utilities,9,X,11,X,65,X,52,X,93,X,34,X,23,X,24,X,74,X,72,X,62,X,53,X,10,X,44,X,43,X,42,X,51,X,59,X
Business,"Total Establishments",Construction,818,X,442,X,1439,X,1305,X,1277,X,1749,X,2223,X,2643,X,1397,X,1571,X,1254,X,1695,X,1540,X,1190,X,1415,X,1692,X,1152,X,1825,X
Business,"Total Establishments",Manufacturing,522,X,186,X,1183,X,758,X,1016,X,882,X,659,X,1147,X,697,X,791,X,611,X,713,X,578,X,626,X,750,X,977,X,715,X,766,X
Business,"Total Establishments","Wholesale trade",735,X,360,X,738,X,695,X,510,X,1216,X,951,X,1427,X,571,X,544,X,615,X,787,X,977,X,888,X,824,X,787,X,652,X,1026,X
Business,"Total Establishments","Retail trade",2475,X,1965,X,2405,X,2271,X,2552,X,2493,X,1856,X,2522,X,2345,X,2689,X,2273,X,2374,X,2809,X,2514,X,2351,X,2309,X,2530,X,2477,X
Business,"Total Establishments","Transportation and warehousing",434,X,113,X,478,X,489,X,679,X,370,X,322,X,645,X,600,X,694,X,605,X,422,X,465,X,333,X,558,X,506,X,524,X,479,X
Business,"Total Establishments",Information,274,X,340,X,220,X,258,X,285,X,437,X,340,X,335,X,219,X,257,X,242,X,240,X,273,X,460,X,250,X,205,X,255,X,284,X
Business,"Total Establishments","Finance and insurance",531,X,932,X,918,X,942,X,824,X,1417,X,1315,X,1261,X,695,X,835,X,864,X,1062,X,1150,X,1146,X,866,X,777,X,800,X,1076,X
Business,"Total Establishments","Real estate and rental and leasing",571,X,743,X,476,X,518,X,426,X,687,X,622,X,703,X,344,X,439,X,426,X,506,X,655,X,723,X,561,X,586,X,444,X,649,X
Business,"Total Establishments","Professional, scientific, and technical services",1189,X,2229,X,1156,X,1560,X,1029,X,2811,X,2537,X,2616,X,866,X,1051,X,1148,X,1498,X,1986,X,2186,X,1375,X,1366,X,1178,X,1877,X
Business,"Total Establishments","Management of companies and enterprises",71,X,101,X,104,X,199,X,72,X,225,X,179,X,145,X,63,X,58,X,115,X,136,X,139,X,220,X,139,X,128,X,89,X,221,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",578,X,575,X,721,X,853,X,598,X,1258,X,1346,X,1397,X,570,X,672,X,828,X,930,X,993,X,881,X,901,X,827,X,669,X,982,X
Business,"Total Establishments","Educational services",220,X,356,X,173,X,183,X,164,X,302,X,286,X,272,X,122,X,123,X,146,X,195,X,296,X,312,X,191,X,188,X,151,X,181,X
Business,"Total Establishments","Health care and social assistance",1674,X,2168,X,2427,X,1832,X,1940,X,2166,X,2037,X,2186,X,1988,X,1728,X,1831,X,2220,X,2414,X,2848,X,1923,X,1581,X,2038,X,2617,X
Business,"Total Establishments","Arts, entertainment, and recreation",222,X,253,X,248,X,251,X,265,X,318,X,306,X,312,X,212,X,238,X,216,X,292,X,234,X,323,X,273,X,245,X,226,X,315,X
Business,"Total Establishments","Accommodation and food services",2104,X,1804,X,1418,X,1499,X,1536,X,1596,X,1360,X,1531,X,1308,X,1629,X,1441,X,1411,X,1553,X,2147,X,1550,X,1353,X,1628,X,1629,X
Business,"Total Establishments","Other services (except public administration)",1709,X,1838,X,2101,X,2135,X,2066,X,2176,X,1793,X,2057,X,2137,X,2083,X,1926,X,2154,X,1774,X,2313,X,1974,X,2137,X,1807,X,2100,X
Business,"Total Establishments","Industries not classified",27,X,43,X,20,X,14,X,24,X,23,X,25,X,28,X,23,X,23,X,29,X,29,X,16,X,28,X,22,X,15,X,13,X,26,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
