Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4494,"(+/- 1006 )",4167,"(+/- 1135 )",2742,"(+/- 680 )",9452,"(+/- 1834 )",1147,"(+/- 439 )",2374,"(+/- 555 )",7457,"(+/- 1328 )",6283,"(+/- 1212 )",5652,"(+/- 1819 )",6009,"(+/- 1554 )",2146,"(+/- 872 )",7449,"(+/- 1328 )",4646,"(+/- 848 )",6591,"(+/- 1017 )",4243,"(+/- 1176 )",8487,"(+/- 1341 )",4121,"(+/- 940 )",7458,"(+/- 1538 )",7172,"(+/- 1211 )",3690,"(+/- 1088 )",11284,"(+/- 1813 )",10973,"(+/- 1711 )",11578,"(+/- 1595 )",2972,"(+/- 904 )",6440,"(+/- 1502 )",10194,"(+/- 1746 )",8724,"(+/- 1417 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",6919,"(+/- 1527 )",2562,"(+/- 757 )",2558,"(+/- 815 )",10675,"(+/- 1435 )",668,"(+/- 350 )",3959,"(+/- 1015 )",7656,"(+/- 1296 )",4738,"(+/- 920 )",2236,"(+/- 797 )",7257,"(+/- 1874 )",1778,"(+/- 801 )",4830,"(+/- 1043 )",8696,"(+/- 1156 )",11657,"(+/- 1605 )",2260,"(+/- 822 )",8787,"(+/- 1379 )",3092,"(+/- 900 )",11845,"(+/- 1335 )",10545,"(+/- 1523 )",3222,"(+/- 1100 )",12714,"(+/- 1570 )",22752,"(+/- 2360 )",18983,"(+/- 2172 )",4697,"(+/- 1070 )",3867,"(+/- 791 )",7078,"(+/- 1210 )",21145,"(+/- 2339 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1283,"(+/- 41 )",1200,"(+/- 40 )",1188,"(+/- 34 )",1555,"(+/- 41 )",1118,"(+/- 28 )",1225,"(+/- 33 )",1472,"(+/- 35 )",1310,"(+/- 35 )",1339,"(+/- 33 )",1456,"(+/- 51 )",1075,"(+/- 28 )",1381,"(+/- 30 )",1371,"(+/- 30 )",1520,"(+/- 41 )",1288,"(+/- 39 )",1517,"(+/- 35 )",1182,"(+/- 29 )",1570,"(+/- 49 )",1468,"(+/- 33 )",1437,"(+/- 34 )",1726,"(+/- 37 )",1913,"(+/- 55 )",1955,"(+/- 49 )",1447,"(+/- 43 )",1549,"(+/- 59 )",1745,"(+/- 56 )",2248,"(+/- 68 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",73870,"(+/- 3581 )",95564,"(+/- 4209 )",77727,"(+/- 3771 )",63076,"(+/- 3424 )",54156,"(+/- 3508 )",103424,"(+/- 4230 )",52993,"(+/- 3265 )",99169,"(+/- 4648 )",65627,"(+/- 3960 )",46987,"(+/- 3725 )",137692,"(+/- 4296 )",100857,"(+/- 3733 )",96188,"(+/- 4174 )",56217,"(+/- 3119 )",67689,"(+/- 3853 )",110199,"(+/- 4389 )",128657,"(+/- 5078 )",105990,"(+/- 4314 )",113638,"(+/- 4144 )",51120,"(+/- 4041 )",102504,"(+/- 4016 )",83093,"(+/- 4390 )",74730,"(+/- 4166 )",39321,"(+/- 2869 )",57591,"(+/- 3292 )",45784,"(+/- 3297 )",56313,"(+/- 3101 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",13744,"(+/- 1595 )",27591,"(+/- 2844 )",23237,"(+/- 2703 )",6130,"(+/- 1102 )",12421,"(+/- 1630 )",17199,"(+/- 2117 )",4658,"(+/- 1080 )",15637,"(+/- 2080 )",12136,"(+/- 1815 )",6151,"(+/- 1669 )",31821,"(+/- 2299 )",22612,"(+/- 2408 )",12805,"(+/- 1713 )",10390,"(+/- 1743 )",13107,"(+/- 1686 )",14244,"(+/- 1723 )",25706,"(+/- 2412 )",10274,"(+/- 1944 )",8478,"(+/- 1268 )",7252,"(+/- 1357 )",4777,"(+/- 831 )",3871,"(+/- 1035 )",3846,"(+/- 1062 )",6277,"(+/- 1286 )",4794,"(+/- 909 )",3486,"(+/- 859 )",2414,"(+/- 850 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",24635,"(+/- 2393 )",28882,"(+/- 2649 )",22581,"(+/- 2423 )",14117,"(+/- 2343 )",21783,"(+/- 2475 )",31104,"(+/- 2611 )",11048,"(+/- 1445 )",26772,"(+/- 3031 )",19677,"(+/- 2747 )",11003,"(+/- 1889 )",48027,"(+/- 3351 )",23472,"(+/- 2152 )",19741,"(+/- 1927 )",13870,"(+/- 1944 )",18876,"(+/- 2004 )",19910,"(+/- 2165 )",39245,"(+/- 2681 )",13635,"(+/- 1837 )",17972,"(+/- 2267 )",12849,"(+/- 2011 )",12493,"(+/- 1836 )",7472,"(+/- 1449 )",9735,"(+/- 1635 )",10516,"(+/- 1290 )",12980,"(+/- 1667 )",9346,"(+/- 1659 )",7808,"(+/- 1439 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",22168,"(+/- 2317 )",24681,"(+/- 2614 )",20054,"(+/- 2280 )",20378,"(+/- 2134 )",13913,"(+/- 2019 )",27945,"(+/- 2638 )",18622,"(+/- 2110 )",28276,"(+/- 2198 )",19317,"(+/- 2046 )",13420,"(+/- 2163 )",40334,"(+/- 3695 )",28274,"(+/- 2416 )",28320,"(+/- 2425 )",13774,"(+/- 1497 )",20181,"(+/- 2133 )",31140,"(+/- 2837 )",32961,"(+/- 2801 )",28467,"(+/- 2595 )",24860,"(+/- 2546 )",17228,"(+/- 2920 )",33088,"(+/- 2880 )",19733,"(+/- 2502 )",18574,"(+/- 1993 )",10719,"(+/- 1565 )",17067,"(+/- 2281 )",12016,"(+/- 1575 )",10037,"(+/- 1416 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",7516,"(+/- 959 )",8111,"(+/- 1449 )",7155,"(+/- 1520 )",9349,"(+/- 1754 )",3756,"(+/- 927 )",16348,"(+/- 2322 )",8645,"(+/- 1527 )",15362,"(+/- 2016 )",9565,"(+/- 1490 )",7541,"(+/- 1358 )",13217,"(+/- 2055 )",16181,"(+/- 1846 )",15795,"(+/- 1754 )",7580,"(+/- 1212 )",9980,"(+/- 1389 )",20841,"(+/- 2042 )",17490,"(+/- 2143 )",22901,"(+/- 2450 )",22143,"(+/- 1875 )",8777,"(+/- 1794 )",22565,"(+/- 2205 )",17013,"(+/- 1765 )",13981,"(+/- 1848 )",5830,"(+/- 1191 )",10519,"(+/- 1817 )",10080,"(+/- 1448 )",9478,"(+/- 1546 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",2053,"(+/- 666 )",2767,"(+/- 810 )",2350,"(+/- 820 )",5438,"(+/- 977 )",1516,"(+/- 697 )",5255,"(+/- 1050 )",5135,"(+/- 1082 )",5455,"(+/- 1225 )",2908,"(+/- 795 )",4207,"(+/- 1055 )",2831,"(+/- 902 )",6208,"(+/- 1108 )",8158,"(+/- 1645 )",4817,"(+/- 1358 )",2867,"(+/- 894 )",9959,"(+/- 1560 )",6240,"(+/- 1273 )",12836,"(+/- 1907 )",14140,"(+/- 1864 )",2531,"(+/- 735 )",13094,"(+/- 1626 )",13033,"(+/- 1730 )",10492,"(+/- 1819 )",2306,"(+/- 539 )",6925,"(+/- 1331 )",4471,"(+/- 1071 )",6752,"(+/- 1092 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3754,"(+/- 802 )",3532,"(+/- 1068 )",2350,"(+/- 790 )",7664,"(+/- 990 )",767,"(+/- 475 )",5573,"(+/- 1094 )",4885,"(+/- 940 )",7667,"(+/- 1338 )",2024,"(+/- 793 )",4665,"(+/- 1247 )",1462,"(+/- 528 )",4110,"(+/- 940 )",11369,"(+/- 1327 )",5786,"(+/- 1103 )",2678,"(+/- 712 )",14105,"(+/- 1656 )",7015,"(+/- 1352 )",17877,"(+/- 1571 )",26045,"(+/- 2298 )",2483,"(+/- 808 )",16487,"(+/- 1971 )",21971,"(+/- 1951 )",18102,"(+/- 2211 )",3673,"(+/- 869 )",5306,"(+/- 1142 )",6385,"(+/- 1081 )",19824,"(+/- 1682 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",390,"(+/- 12 )",347,"(+/- 14 )",345,"(+/- 16 )",501,"(+/- 21 )",344,"(+/- 14 )",422,"(+/- 15 )",511,"(+/- 19 )",444,"(+/- 16 )",410,"(+/- 21 )",495,"(+/- 29 )",364,"(+/- 10 )",429,"(+/- 15 )",505,"(+/- 16 )",452,"(+/- 23 )",417,"(+/- 18 )",534,"(+/- 16 )",398,"(+/- 10 )",606,"(+/- 17 )",645,"(+/- 19 )",460,"(+/- 18 )",607,"(+/- 17 )",722,"(+/- 25 )",666,"(+/- 26 )",449,"(+/- 21 )",518,"(+/- 27 )",567,"(+/- 24 )",762,"(+/- 41 )"
Housing,"Gross Rent","Occupied units paying rent",93939,"(+/- 3277 )",65390,"(+/- 4459 )",86030,"(+/- 4054 )",92640,"(+/- 4799 )",125052,"(+/- 5983 )",84496,"(+/- 4162 )",113099,"(+/- 5063 )",69736,"(+/- 4015 )",91679,"(+/- 5052 )",128018,"(+/- 5578 )",54817,"(+/- 3881 )",84226,"(+/- 4649 )",103686,"(+/- 4324 )",141143,"(+/- 5157 )",97986,"(+/- 4675 )",77733,"(+/- 4091 )",62755,"(+/- 3661 )",74120,"(+/- 4560 )",86006,"(+/- 4330 )",107710,"(+/- 4688 )",81588,"(+/- 3711 )",104138,"(+/- 4784 )",88595,"(+/- 5135 )",126151,"(+/- 4985 )",101481,"(+/- 4953 )",83893,"(+/- 4104 )",139420,"(+/- 5389 )"
Housing,"Gross Rent","Less than $500",7050,"(+/- 1389 )",5961,"(+/- 1361 )",8012,"(+/- 1573 )",3345,"(+/- 1163 )",13756,"(+/- 1938 )",5297,"(+/- 1220 )",3553,"(+/- 1201 )",4027,"(+/- 962 )",3652,"(+/- 973 )",2958,"(+/- 823 )",5754,"(+/- 1431 )",2198,"(+/- 646 )",5026,"(+/- 1207 )",7814,"(+/- 1384 )",3993,"(+/- 1217 )",2734,"(+/- 913 )",5182,"(+/- 1194 )",2264,"(+/- 1009 )",2918,"(+/- 696 )",7066,"(+/- 1268 )",2240,"(+/- 727 )",2391,"(+/- 771 )",2625,"(+/- 997 )",10731,"(+/- 1789 )",7378,"(+/- 1433 )",4714,"(+/- 1206 )",11232,"(+/- 1738 )"
Housing,"Gross Rent","$500 to $999",40788,"(+/- 3197 )",33050,"(+/- 3131 )",42562,"(+/- 3021 )",28331,"(+/- 2542 )",66340,"(+/- 4157 )",32777,"(+/- 3117 )",29291,"(+/- 2903 )",31540,"(+/- 3216 )",30493,"(+/- 2578 )",44429,"(+/- 4191 )",30251,"(+/- 2905 )",35736,"(+/- 3002 )",43204,"(+/- 3535 )",52176,"(+/- 3454 )",37634,"(+/- 3316 )",22847,"(+/- 2837 )",29579,"(+/- 2734 )",16779,"(+/- 2496 )",25627,"(+/- 2440 )",30362,"(+/- 2934 )",14924,"(+/- 1765 )",15211,"(+/- 2340 )",11589,"(+/- 2010 )",37920,"(+/- 2875 )",21720,"(+/- 2498 )",14153,"(+/- 1921 )",25818,"(+/- 2675 )"
Housing,"Gross Rent","$1,000 to $1,499",36006,"(+/- 3093 )",19738,"(+/- 2681 )",27784,"(+/- 2834 )",40114,"(+/- 3807 )",37520,"(+/- 2963 )",35046,"(+/- 3232 )",56686,"(+/- 4182 )",24072,"(+/- 2748 )",39059,"(+/- 3540 )",55654,"(+/- 4568 )",15635,"(+/- 2289 )",31996,"(+/- 3292 )",36735,"(+/- 3063 )",53034,"(+/- 3758 )",42595,"(+/- 3325 )",29191,"(+/- 2416 )",19725,"(+/- 2583 )",33999,"(+/- 3951 )",37248,"(+/- 3153 )",46215,"(+/- 3592 )",33072,"(+/- 2973 )",43095,"(+/- 3877 )",31064,"(+/- 3184 )",47590,"(+/- 3195 )",40325,"(+/- 3461 )",28781,"(+/- 2973 )",47297,"(+/- 3473 )"
Housing,"Gross Rent","$1,500 to $1,999",6993,"(+/- 1486 )",5353,"(+/- 1274 )",5394,"(+/- 1612 )",15723,"(+/- 2190 )",5971,"(+/- 1449 )",9156,"(+/- 1956 )",17211,"(+/- 2538 )",5828,"(+/- 1130 )",15847,"(+/- 2547 )",17163,"(+/- 2480 )",2203,"(+/- 914 )",9386,"(+/- 2016 )",13414,"(+/- 1953 )",19012,"(+/- 2268 )",11670,"(+/- 2203 )",14740,"(+/- 1944 )",5193,"(+/- 1250 )",14730,"(+/- 2578 )",11891,"(+/- 1809 )",17841,"(+/- 2646 )",19115,"(+/- 2446 )",25628,"(+/- 2978 )",26445,"(+/- 3316 )",20261,"(+/- 2352 )",23119,"(+/- 2274 )",22914,"(+/- 2667 )",30547,"(+/- 3336 )"
Housing,"Gross Rent","$2,000 to $2,499",1985,"(+/- 563 )",895,"(+/- 453 )",1288,"(+/- 521 )",3209,"(+/- 983 )",1199,"(+/- 694 )",1554,"(+/- 587 )",3471,"(+/- 937 )",2016,"(+/- 616 )",2127,"(+/- 820 )",6098,"(+/- 1711 )",610,"(+/- 445 )",3157,"(+/- 1116 )",3094,"(+/- 789 )",5591,"(+/- 1219 )",1739,"(+/- 773 )",4313,"(+/- 1273 )",1575,"(+/- 668 )",3138,"(+/- 764 )",4384,"(+/- 1165 )",4721,"(+/- 1219 )",8261,"(+/- 1912 )",11063,"(+/- 1747 )",9393,"(+/- 1723 )",5923,"(+/- 1510 )",5723,"(+/- 1156 )",9302,"(+/- 1702 )",14723,"(+/- 2196 )"
Housing,"Gross Rent","$2,500 to $2,999",773,"(+/- 400 )",192,"(+/- 167 )",792,"(+/- 578 )",1070,"(+/- 651 )",266,"(+/- 328 )",353,"(+/- 248 )",1841,"(+/- 828 )",1374,"(+/- 722 )",160,"(+/- 156 )",1430,"(+/- 749 )",71,"(+/- 122 )",1160,"(+/- 712 )",1217,"(+/- 542 )",2082,"(+/- 872 )",135,"(+/- 166 )",1678,"(+/- 641 )",847,"(+/- 420 )",1537,"(+/- 685 )",1381,"(+/- 493 )",606,"(+/- 377 )",2793,"(+/- 862 )",4313,"(+/- 1206 )",4590,"(+/- 1246 )",1591,"(+/- 762 )",2057,"(+/- 860 )",2453,"(+/- 804 )",4067,"(+/- 1051 )"
Housing,"Gross Rent","$3,000 or more",344,"(+/- 289 )",201,"(+/- 248 )",198,"(+/- 169 )",848,"(+/- 479 )",0,"(+/- 226 )",313,"(+/- 212 )",1046,"(+/- 500 )",879,"(+/- 466 )",341,"(+/- 432 )",286,"(+/- 273 )",293,"(+/- 409 )",593,"(+/- 312 )",996,"(+/- 391 )",1434,"(+/- 716 )",220,"(+/- 225 )",2230,"(+/- 857 )",654,"(+/- 414 )",1673,"(+/- 620 )",2557,"(+/- 1044 )",899,"(+/- 925 )",1183,"(+/- 462 )",2437,"(+/- 838 )",2889,"(+/- 965 )",2135,"(+/- 755 )",1159,"(+/- 728 )",1576,"(+/- 720 )",5736,"(+/- 1356 )"
Housing,"Gross Rent","Median (dollars)",992,"(+/- 24 )",896,"(+/- 25 )",926,"(+/- 26 )",1161,"(+/- 27 )",894,"(+/- 16 )",1044,"(+/- 26 )",1176,"(+/- 19 )",989,"(+/- 40 )",1120,"(+/- 22 )",1128,"(+/- 24 )",892,"(+/- 24 )",1055,"(+/- 29 )",1040,"(+/- 29 )",1080,"(+/- 19 )",1073,"(+/- 25 )",1191,"(+/- 32 )",918,"(+/- 50 )",1282,"(+/- 35 )",1166,"(+/- 27 )",1155,"(+/- 26 )",1374,"(+/- 30 )",1408,"(+/- 28 )",1484,"(+/- 43 )",1128,"(+/- 24 )",1265,"(+/- 30 )",1411,"(+/- 33 )",1349,"(+/- 34 )"
Housing,"Gross Rent","No rent paid",5032,"(+/- 1180 )",8773,"(+/- 1410 )",5267,"(+/- 1428 )",5619,"(+/- 1699 )",6725,"(+/- 1525 )",4296,"(+/- 1178 )",3106,"(+/- 1164 )",3514,"(+/- 1024 )",4435,"(+/- 1293 )",2772,"(+/- 978 )",5280,"(+/- 1500 )",4129,"(+/- 1209 )",3336,"(+/- 785 )",4657,"(+/- 1183 )",3180,"(+/- 881 )",4480,"(+/- 1070 )",5867,"(+/- 1604 )",2837,"(+/- 794 )",3436,"(+/- 838 )",2562,"(+/- 731 )",2839,"(+/- 873 )",3686,"(+/- 1017 )",2401,"(+/- 991 )",4953,"(+/- 1182 )",4807,"(+/- 1331 )",3693,"(+/- 954 )",2568,"(+/- 809 )"
Socioeconomic,"Income and Benefits (In 2017 inflationlation-adjusted dollars)","Total households",297700,"(+/- 4715 )",269813,"(+/- 5371 )",266829,"(+/- 4406 )",304912,"(+/- 4956 )",269908,"(+/- 5129 )",308131,"(+/- 5184 )",289203,"(+/- 5068 )",291341,"(+/- 5152 )",273983,"(+/- 5900 )",278232,"(+/- 5795 )",321140,"(+/- 6524 )",314204,"(+/- 4992 )",304154,"(+/- 5079 )",301090,"(+/- 5034 )",278634,"(+/- 6852 )",315102,"(+/- 5132 )",299235,"(+/- 6599 )",293652,"(+/- 5411 )",313159,"(+/- 6738 )",247808,"(+/- 5684 )",295802,"(+/- 5824 )",303636,"(+/- 7401 )",267627,"(+/- 5059 )",239380,"(+/- 5897 )",246558,"(+/- 5782 )",227080,"(+/- 5719 )",271651,"(+/- 4954 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Less than $10,000",16611,"(+/- 2446 )",19669,"(+/- 2219 )",25072,"(+/- 2804 )",14359,"(+/- 2348 )",29388,"(+/- 2950 )",19457,"(+/- 2389 )",21839,"(+/- 2868 )",14420,"(+/- 1847 )",17447,"(+/- 2764 )",20759,"(+/- 2620 )",18468,"(+/- 2700 )",17724,"(+/- 1976 )",20349,"(+/- 2034 )",26326,"(+/- 2535 )",16527,"(+/- 2381 )",16701,"(+/- 2046 )",18733,"(+/- 2449 )",17091,"(+/- 2352 )",17110,"(+/- 2005 )",22652,"(+/- 2615 )",15491,"(+/- 1749 )",19038,"(+/- 2459 )",18460,"(+/- 2379 )",30720,"(+/- 3106 )",18793,"(+/- 2372 )",14351,"(+/- 1981 )",23173,"(+/- 2588 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$10,000 to $14,999",12666,"(+/- 2040 )",15862,"(+/- 2074 )",13724,"(+/- 1828 )",8405,"(+/- 1555 )",14941,"(+/- 1772 )",17626,"(+/- 2152 )",9664,"(+/- 1842 )",15184,"(+/- 2202 )",12633,"(+/- 2688 )",13112,"(+/- 2365 )",17304,"(+/- 2263 )",14789,"(+/- 1742 )",14955,"(+/- 1985 )",14691,"(+/- 1969 )",14239,"(+/- 2450 )",13476,"(+/- 1853 )",14035,"(+/- 1932 )",9814,"(+/- 1519 )",11108,"(+/- 1625 )",13594,"(+/- 2141 )",11658,"(+/- 1554 )",13770,"(+/- 1917 )",9423,"(+/- 1814 )",14532,"(+/- 2169 )",14700,"(+/- 2331 )",11128,"(+/- 1835 )",13654,"(+/- 1976 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$15,000 to $24,999",31600,"(+/- 3101 )",30921,"(+/- 2710 )",32045,"(+/- 2857 )",22979,"(+/- 2809 )",35580,"(+/- 3265 )",37814,"(+/- 3017 )",24813,"(+/- 2844 )",30006,"(+/- 2545 )",31889,"(+/- 3624 )",29611,"(+/- 3310 )",40346,"(+/- 3421 )",37589,"(+/- 3299 )",36739,"(+/- 2968 )",30893,"(+/- 3271 )",26099,"(+/- 2501 )",28886,"(+/- 2178 )",36085,"(+/- 3279 )",27955,"(+/- 3054 )",24929,"(+/- 2679 )",29047,"(+/- 2785 )",31248,"(+/- 2808 )",25533,"(+/- 2990 )",20360,"(+/- 2862 )",29929,"(+/- 3082 )",29763,"(+/- 3271 )",20446,"(+/- 2153 )",29949,"(+/- 2562 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$25,000 to $34,999",32282,"(+/- 3029 )",31525,"(+/- 3197 )",26292,"(+/- 2689 )",23568,"(+/- 2745 )",35766,"(+/- 3024 )",36296,"(+/- 2507 )",24035,"(+/- 2615 )",33049,"(+/- 3134 )",29730,"(+/- 3479 )",29076,"(+/- 3123 )",40349,"(+/- 4268 )",33609,"(+/- 2869 )",33091,"(+/- 3020 )",29488,"(+/- 2986 )",27455,"(+/- 3211 )",29984,"(+/- 2767 )",34152,"(+/- 3362 )",29517,"(+/- 2970 )",33153,"(+/- 3190 )",29886,"(+/- 2805 )",28616,"(+/- 2991 )",27343,"(+/- 2958 )",21648,"(+/- 2670 )",27543,"(+/- 2606 )",25961,"(+/- 2530 )",21637,"(+/- 2942 )",25600,"(+/- 2722 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$35,000 to $49,999",40583,"(+/- 3449 )",39746,"(+/- 3530 )",41392,"(+/- 3655 )",40536,"(+/- 2936 )",42768,"(+/- 3327 )",47816,"(+/- 3269 )",36658,"(+/- 3575 )",45678,"(+/- 3725 )",43085,"(+/- 3597 )",43256,"(+/- 3537 )",57098,"(+/- 4277 )",45192,"(+/- 3268 )",44600,"(+/- 3371 )",42089,"(+/- 3564 )",43315,"(+/- 3776 )",43851,"(+/- 3446 )",47933,"(+/- 3356 )",39503,"(+/- 3742 )",46993,"(+/- 3806 )",41194,"(+/- 3681 )",40723,"(+/- 3586 )",37599,"(+/- 3552 )",34484,"(+/- 3439 )",38457,"(+/- 3575 )",33686,"(+/- 3115 )",31519,"(+/- 3144 )",32040,"(+/- 3061 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$50,000 to $74,999",56843,"(+/- 3705 )",48971,"(+/- 3167 )",49827,"(+/- 4139 )",53813,"(+/- 3889 )",51500,"(+/- 4035 )",58203,"(+/- 3635 )",54219,"(+/- 3799 )",56249,"(+/- 3885 )",50576,"(+/- 4073 )",52197,"(+/- 4432 )",66715,"(+/- 4537 )",59072,"(+/- 3256 )",54502,"(+/- 3989 )",51121,"(+/- 3796 )",56909,"(+/- 4118 )",57578,"(+/- 3673 )",59787,"(+/- 3756 )",54189,"(+/- 3762 )",62066,"(+/- 4251 )",42241,"(+/- 3999 )",51595,"(+/- 3470 )",54150,"(+/- 3666 )",42174,"(+/- 3244 )",41609,"(+/- 3823 )",45716,"(+/- 3364 )",43627,"(+/- 3932 )",40671,"(+/- 3437 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$75,000 to $99,999",42342,"(+/- 3476 )",31939,"(+/- 2779 )",30528,"(+/- 3158 )",41623,"(+/- 3843 )",30111,"(+/- 3050 )",35338,"(+/- 3311 )",36490,"(+/- 2949 )",30868,"(+/- 2934 )",35931,"(+/- 3591 )",28924,"(+/- 3088 )",37024,"(+/- 4045 )",37248,"(+/- 3149 )",37833,"(+/- 3118 )",32565,"(+/- 2697 )",35259,"(+/- 3193 )",42673,"(+/- 3507 )",33727,"(+/- 3303 )",38071,"(+/- 3038 )",39334,"(+/- 3308 )",29505,"(+/- 2696 )",36000,"(+/- 2950 )",33670,"(+/- 3015 )",38497,"(+/- 3499 )",21577,"(+/- 2158 )",30027,"(+/- 3386 )",29523,"(+/- 3364 )",28344,"(+/- 3082 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$100,000 to $149,999",39111,"(+/- 2493 )",31243,"(+/- 2782 )",26492,"(+/- 2787 )",55239,"(+/- 3895 )",20165,"(+/- 2157 )",36119,"(+/- 2748 )",43622,"(+/- 2776 )",36902,"(+/- 3209 )",32980,"(+/- 3395 )",30586,"(+/- 3025 )",27866,"(+/- 2587 )",40764,"(+/- 2899 )",33257,"(+/- 2666 )",35650,"(+/- 2570 )",33888,"(+/- 3141 )",43512,"(+/- 3453 )",33281,"(+/- 3029 )",39336,"(+/- 3323 )",38010,"(+/- 3281 )",24704,"(+/- 2593 )",40400,"(+/- 2627 )",39882,"(+/- 2899 )",39503,"(+/- 3109 )",21042,"(+/- 2442 )",30761,"(+/- 3501 )",32181,"(+/- 2844 )",33397,"(+/- 2301 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$150,000 to $199,000",13422,"(+/- 1878 )",10578,"(+/- 1624 )",12009,"(+/- 1614 )",21682,"(+/- 2715 )",5520,"(+/- 1194 )",10415,"(+/- 1506 )",18014,"(+/- 2372 )",14913,"(+/- 1827 )",10009,"(+/- 2067 )",13305,"(+/- 1834 )",8564,"(+/- 1845 )",14898,"(+/- 1563 )",13273,"(+/- 1603 )",16083,"(+/- 1816 )",14280,"(+/- 1971 )",17870,"(+/- 1818 )",11594,"(+/- 2027 )",15332,"(+/- 1983 )",15975,"(+/- 1962 )",8250,"(+/- 1924 )",17531,"(+/- 1831 )",21107,"(+/- 2236 )",18323,"(+/- 2136 )",7051,"(+/- 1362 )",8268,"(+/- 1489 )",12142,"(+/- 1553 )",17224,"(+/- 2232 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","$200,000 or more",12240,"(+/- 1658 )",9359,"(+/- 1425 )",9448,"(+/- 1404 )",22708,"(+/- 2348 )",4169,"(+/- 1157 )",9047,"(+/- 1443 )",19849,"(+/- 2260 )",14072,"(+/- 1859 )",9703,"(+/- 1566 )",17406,"(+/- 2398 )",7406,"(+/- 1576 )",13319,"(+/- 1879 )",15555,"(+/- 1875 )",22184,"(+/- 2095 )",10663,"(+/- 1764 )",20571,"(+/- 2114 )",9908,"(+/- 1502 )",22844,"(+/- 2122 )",24481,"(+/- 2314 )",6735,"(+/- 1589 )",22540,"(+/- 2370 )",31544,"(+/- 2420 )",24755,"(+/- 2509 )",6920,"(+/- 1202 )",8883,"(+/- 1501 )",10526,"(+/- 1589 )",27599,"(+/- 2132 )"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Median household income (dollars)",55229,"(+/- 1413 )",48838,"(+/- 1686 )",47611,"(+/- 2093 )",68964,"(+/- 2598 )",40920,"(+/- 1351 )",48197,"(+/- 1436 )",61423,"(+/- 1595 )",52180,"(+/- 1277 )",50964,"(+/- 1940 )",50963,"(+/- 1407 )",46001,"(+/- 1506 )",52573,"(+/- 1421 )",50724,"(+/- 1352 )",51774,"(+/- 1030 )",53367,"(+/- 1819 )",59437,"(+/- 1702 )",49449,"(+/- 1690 )",58754,"(+/- 1803 )",56828,"(+/- 1479 )",44436,"(+/- 2002 )",58410,"(+/- 2769 )",62353,"(+/- 1989 )",66872,"(+/- 2276 )",41172,"(+/- 1117 )",50120,"(+/- 2005 )",56496,"(+/- 1980 )",56183,"(+/- 3150 )"
