Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.53,"(+/- 0.08 )",2.53,"(+/- 0.09 )",2.92,"(+/- 0.08 )",2.49,"(+/- 0.10 )",2.74,"(+/- 0.09 )",2.67,"(+/- 0.07 )",2.77,"(+/- 0.08 )",3.18,"(+/- 0.15 )",3.29,"(+/- 0.10 )",3.19,"(+/- 0.10 )",2.77,"(+/- 0.08 )",2.12,"(+/- 0.05 )",2.51,"(+/- 0.06 )",2.82,"(+/- 0.08 )",2.89,"(+/- 0.09 )",3.42,"(+/- 0.10 )",2.92,"(+/- 0.08 )",2.56,"(+/- 0.09 )",3.31,"(+/- 0.12 )",3.22,"(+/- 0.09 )",3.68,"(+/- 0.12 )",3.08,"(+/- 0.10 )",2.96,"(+/- 0.10 )",2.85,"(+/- 0.07 )",3.22,"(+/- 0.13 )",3.20,"(+/- 0.10 )",2.87,"(+/- 0.10 )",2.22,"(+/- 0.04 )",3.00,"(+/- 0.09 )",2.53,"(+/- 0.07 )",3.12,"(+/- 0.10 )",3.61,"(+/- 0.14 )",2.17,"(+/- 0.06 )",2.82,"(+/- 0.07 )",3.74,"(+/- 0.11 )",2.73,"(+/- 0.11 )",2.40,"(+/- 0.07 )",3.44,"(+/- 0.10 )",3.33,"(+/- 0.12 )",3.91,"(+/- 0.09 )",3.82,"(+/- 0.13 )",3.56,"(+/- 0.15 )",2.97,"(+/- 0.08 )",3.60,"(+/- 0.09 )",2.74,"(+/- 0.10 )",3.73,"(+/- 0.11 )",2.82,"(+/- 0.08 )",2.64,"(+/- 0.08 )",2.88,"(+/- 0.11 )",3.15,"(+/- 0.10 )",3.38,"(+/- 0.08 )",2.49,"(+/- 0.07 )",2.63,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",282678,"(+/- 4062 )",278942,"(+/- 3964 )",251430,"(+/- 3795 )",280226,"(+/- 4269 )",265405,"(+/- 4377 )",277502,"(+/- 4450 )",263770,"(+/- 3961 )",227852,"(+/- 4188 )",236131,"(+/- 4307 )",237723,"(+/- 3438 )",267976,"(+/- 3750 )",328247,"(+/- 4412 )",286121,"(+/- 3586 )",252322,"(+/- 3308 )",253687,"(+/- 4364 )",213382,"(+/- 3606 )",253748,"(+/- 4853 )",269056,"(+/- 4701 )",228985,"(+/- 4490 )",224309,"(+/- 3344 )",191271,"(+/- 3830 )",244440,"(+/- 4336 )",241420,"(+/- 4076 )",255648,"(+/- 3420 )",217168,"(+/- 4752 )",232050,"(+/- 2121 )",240261,"(+/- 4582 )",298448,"(+/- 5881 )",212129,"(+/- 5172 )",280607,"(+/- 6347 )",224483,"(+/- 3861 )",194974,"(+/- 4037 )",290376,"(+/- 6193 )",254775,"(+/- 5744 )",192450,"(+/- 3816 )",276677,"(+/- 5621 )",274250,"(+/- 6322 )",206255,"(+/- 4561 )",226049,"(+/- 3809 )",184167,"(+/- 4131 )",186332,"(+/- 4464 )",228811,"(+/- 4075 )",242994,"(+/- 4917 )",187699,"(+/- 3986 )",275654,"(+/- 5046 )",188471,"(+/- 4276 )",246627,"(+/- 5454 )",266038,"(+/- 5122 )",261728,"(+/- 5151 )",241359,"(+/- 4091 )",203666,"(+/- 5304 )",286069,"(+/- 6501 )",272259,"(+/- 5598 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",80955,"(+/- 3581 )",62144,"(+/- 3520 )",71162,"(+/- 4495 )",68605,"(+/- 3361 )",68539,"(+/- 3858 )",92370,"(+/- 4472 )",77021,"(+/- 3963 )",72870,"(+/- 3770 )",64249,"(+/- 3888 )",61540,"(+/- 3768 )",69313,"(+/- 4292 )",89289,"(+/- 4648 )",76123,"(+/- 3545 )",55991,"(+/- 2809 )",68857,"(+/- 4000 )",64704,"(+/- 3528 )",79349,"(+/- 4104 )",70025,"(+/- 3671 )",59702,"(+/- 3300 )",54196,"(+/- 3457 )",49197,"(+/- 2612 )",79130,"(+/- 4668 )",72273,"(+/- 4924 )",76456,"(+/- 3720 )",52973,"(+/- 3199 )",60817,"(+/- 2810 )",53648,"(+/- 3346 )",83328,"(+/- 4681 )",46719,"(+/- 3397 )",74058,"(+/- 4728 )",63065,"(+/- 3651 )",38607,"(+/- 2687 )",82081,"(+/- 4090 )",77782,"(+/- 4187 )",45738,"(+/- 2681 )",72676,"(+/- 4300 )",75393,"(+/- 4127 )",35550,"(+/- 2900 )",49373,"(+/- 3199 )",38010,"(+/- 2754 )",51870,"(+/- 3600 )",65735,"(+/- 4822 )",59446,"(+/- 3676 )",36088,"(+/- 3029 )",85226,"(+/- 4249 )",51224,"(+/- 3643 )",66051,"(+/- 3738 )",71739,"(+/- 4771 )",80924,"(+/- 4218 )",69676,"(+/- 4474 )",57801,"(+/- 4006 )",104919,"(+/- 5375 )",96304,"(+/- 4492 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",62431,"(+/- 3311 )",64201,"(+/- 3330 )",65183,"(+/- 3998 )",66179,"(+/- 3502 )",64746,"(+/- 2891 )",80937,"(+/- 4567 )",66841,"(+/- 3484 )",58805,"(+/- 3857 )",66392,"(+/- 3915 )",66351,"(+/- 3938 )",64979,"(+/- 3403 )",84035,"(+/- 4224 )",76996,"(+/- 3802 )",56747,"(+/- 3348 )",65412,"(+/- 3855 )",56058,"(+/- 3646 )",57079,"(+/- 3003 )",60442,"(+/- 3710 )",54117,"(+/- 3065 )",55381,"(+/- 3365 )",46957,"(+/- 3234 )",60469,"(+/- 4014 )",63602,"(+/- 3897 )",62394,"(+/- 3505 )",52278,"(+/- 3698 )",51443,"(+/- 3421 )",59044,"(+/- 3202 )",82142,"(+/- 4532 )",59113,"(+/- 3791 )",69233,"(+/- 4167 )",59184,"(+/- 3944 )",43672,"(+/- 2822 )",64479,"(+/- 4097 )",69945,"(+/- 3768 )",53193,"(+/- 3421 )",82171,"(+/- 3862 )",75039,"(+/- 4985 )",47188,"(+/- 2994 )",52200,"(+/- 3337 )",49876,"(+/- 2855 )",49935,"(+/- 3358 )",63266,"(+/- 3924 )",67154,"(+/- 4111 )",48640,"(+/- 3467 )",64304,"(+/- 4069 )",49107,"(+/- 3535 )",62252,"(+/- 3569 )",59665,"(+/- 3556 )",64395,"(+/- 4205 )",59472,"(+/- 3397 )",54211,"(+/- 3711 )",67710,"(+/- 4147 )",65343,"(+/- 3884 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",67439,"(+/- 3957 )",69340,"(+/- 3554 )",57001,"(+/- 3731 )",74063,"(+/- 3316 )",61994,"(+/- 3193 )",52529,"(+/- 3192 )",63398,"(+/- 3220 )",51904,"(+/- 3851 )",58645,"(+/- 3240 )",61547,"(+/- 3954 )",59460,"(+/- 3450 )",71490,"(+/- 3277 )",64440,"(+/- 3461 )",59870,"(+/- 2948 )",62888,"(+/- 2881 )",46917,"(+/- 3192 )",53607,"(+/- 3314 )",62653,"(+/- 3467 )",60277,"(+/- 2927 )",55589,"(+/- 3551 )",49685,"(+/- 3291 )",51785,"(+/- 4050 )",60361,"(+/- 3758 )",55123,"(+/- 3274 )",61131,"(+/- 3321 )",57719,"(+/- 2957 )",54511,"(+/- 3410 )",63412,"(+/- 3347 )",50619,"(+/- 3345 )",63262,"(+/- 3854 )",52429,"(+/- 3266 )",50896,"(+/- 3074 )",57103,"(+/- 3541 )",52819,"(+/- 3168 )",46077,"(+/- 3225 )",80259,"(+/- 4385 )",58419,"(+/- 3681 )",49481,"(+/- 2840 )",56459,"(+/- 3182 )",49291,"(+/- 3109 )",46981,"(+/- 2965 )",66338,"(+/- 3164 )",53469,"(+/- 3707 )",51388,"(+/- 2858 )",60652,"(+/- 3582 )",46217,"(+/- 3148 )",58041,"(+/- 3390 )",58720,"(+/- 3500 )",60773,"(+/- 4464 )",59374,"(+/- 3903 )",46383,"(+/- 3386 )",51098,"(+/- 3795 )",55140,"(+/- 3650 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",35864,"(+/- 2765 )",37888,"(+/- 2744 )",28975,"(+/- 2303 )",43013,"(+/- 2883 )",33022,"(+/- 2605 )",24226,"(+/- 2246 )",27044,"(+/- 2128 )",26404,"(+/- 2399 )",22533,"(+/- 2245 )",26554,"(+/- 2226 )",36307,"(+/- 2641 )",40786,"(+/- 2688 )",31248,"(+/- 2745 )",33235,"(+/- 2286 )",28377,"(+/- 2123 )",23254,"(+/- 2245 )",29323,"(+/- 2239 )",33592,"(+/- 2602 )",25383,"(+/- 2302 )",29477,"(+/- 2539 )",27125,"(+/- 2548 )",27724,"(+/- 2435 )",26311,"(+/- 2721 )",29646,"(+/- 2031 )",30231,"(+/- 2552 )",32180,"(+/- 2496 )",34964,"(+/- 2475 )",38349,"(+/- 3230 )",31882,"(+/- 2827 )",37403,"(+/- 2876 )",26480,"(+/- 2429 )",28273,"(+/- 2516 )",38800,"(+/- 3140 )",30782,"(+/- 2894 )",25414,"(+/- 2477 )",25763,"(+/- 2399 )",33544,"(+/- 2561 )",32928,"(+/- 2568 )",34203,"(+/- 2666 )",24818,"(+/- 1898 )",20311,"(+/- 1834 )",20141,"(+/- 1927 )",28929,"(+/- 2288 )",24568,"(+/- 1986 )",36780,"(+/- 2542 )",20410,"(+/- 1973 )",30751,"(+/- 2538 )",38159,"(+/- 2978 )",31931,"(+/- 2989 )",28402,"(+/- 2163 )",19988,"(+/- 2302 )",33369,"(+/- 2988 )",24644,"(+/- 2055 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",18994,"(+/- 1928 )",22951,"(+/- 2240 )",15871,"(+/- 1640 )",16434,"(+/- 1654 )",19679,"(+/- 2010 )",13139,"(+/- 1899 )",15009,"(+/- 1395 )",12339,"(+/- 1735 )",12869,"(+/- 1661 )",11693,"(+/- 1670 )",17923,"(+/- 1748 )",22098,"(+/- 1931 )",18109,"(+/- 1895 )",21117,"(+/- 1924 )",14191,"(+/- 1769 )",10545,"(+/- 1819 )",18244,"(+/- 1779 )",19598,"(+/- 1961 )",15069,"(+/- 1774 )",15551,"(+/- 1709 )",8845,"(+/- 1368 )",13274,"(+/- 1741 )",11434,"(+/- 1524 )",17414,"(+/- 2040 )",12623,"(+/- 1442 )",15986,"(+/- 1773 )",17898,"(+/- 2017 )",17333,"(+/- 1842 )",11672,"(+/- 1444 )",17935,"(+/- 1779 )",13573,"(+/- 1509 )",17477,"(+/- 1839 )",24259,"(+/- 2173 )",11731,"(+/- 1279 )",12258,"(+/- 1645 )",10015,"(+/- 1461 )",13820,"(+/- 1752 )",16239,"(+/- 1586 )",19850,"(+/- 2143 )",11428,"(+/- 1364 )",10438,"(+/- 1319 )",8476,"(+/- 1454 )",16919,"(+/- 1662 )",13295,"(+/- 1496 )",17569,"(+/- 1776 )",9878,"(+/- 1259 )",13522,"(+/- 1605 )",18224,"(+/- 1804 )",13082,"(+/- 1816 )",15521,"(+/- 2079 )",10363,"(+/- 1448 )",15087,"(+/- 1906 )",14324,"(+/- 1533 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",16995,"(+/- 1827 )",22418,"(+/- 1993 )",13238,"(+/- 1690 )",11932,"(+/- 1579 )",17425,"(+/- 1664 )",14301,"(+/- 1745 )",14457,"(+/- 1627 )",5530,"(+/- 989 )",11443,"(+/- 1287 )",10038,"(+/- 1336 )",19994,"(+/- 1551 )",20549,"(+/- 1863 )",19205,"(+/- 1760 )",25362,"(+/- 2146 )",13962,"(+/- 1275 )",11904,"(+/- 1544 )",16146,"(+/- 1605 )",22746,"(+/- 1855 )",14437,"(+/- 1512 )",14115,"(+/- 1416 )",9462,"(+/- 1224 )",12058,"(+/- 1346 )",7439,"(+/- 1046 )",14615,"(+/- 1917 )",7932,"(+/- 1140 )",13905,"(+/- 1776 )",20196,"(+/- 1863 )",13884,"(+/- 1462 )",12124,"(+/- 1200 )",18716,"(+/- 1930 )",9752,"(+/- 1413 )",16049,"(+/- 1614 )",23654,"(+/- 2526 )",11716,"(+/- 1228 )",9770,"(+/- 1265 )",5793,"(+/- 1036 )",18035,"(+/- 2307 )",24869,"(+/- 2068 )",13964,"(+/- 1356 )",10744,"(+/- 1313 )",6797,"(+/- 1063 )",4855,"(+/- 953 )",17077,"(+/- 1464 )",13720,"(+/- 1434 )",11123,"(+/- 1580 )",11635,"(+/- 1544 )",16010,"(+/- 1735 )",19531,"(+/- 1930 )",10623,"(+/- 1522 )",8914,"(+/- 1452 )",14920,"(+/- 1798 )",13886,"(+/- 1655 )",16504,"(+/- 1822 )"
Housing,Value,"Owner-occupied units",183009,"(+/- 4462 )",176840,"(+/- 4028 )",146798,"(+/- 3813 )",211876,"(+/- 4717 )",164539,"(+/- 3832 )",131469,"(+/- 4625 )",168951,"(+/- 4109 )",138434,"(+/- 5223 )",145284,"(+/- 4988 )",139703,"(+/- 4310 )",174047,"(+/- 4041 )",112318,"(+/- 4068 )",124546,"(+/- 3668 )",146501,"(+/- 3445 )",163076,"(+/- 4102 )",103927,"(+/- 4395 )",138280,"(+/- 3490 )",161856,"(+/- 4545 )",139228,"(+/- 3924 )",123436,"(+/- 3644 )",98488,"(+/- 3552 )",140843,"(+/- 4200 )",146141,"(+/- 5077 )",139648,"(+/- 3584 )",145682,"(+/- 4047 )",144582,"(+/- 3567 )",129484,"(+/- 4363 )",100468,"(+/- 3891 )",88169,"(+/- 3273 )",144837,"(+/- 4661 )",124302,"(+/- 3983 )",118566,"(+/- 4084 )",145347,"(+/- 4371 )",52629,"(+/- 2804 )",109514,"(+/- 3634 )",184860,"(+/- 5073 )",98484,"(+/- 3952 )",127994,"(+/- 3747 )",150643,"(+/- 4242 )",63718,"(+/- 3121 )",108720,"(+/- 4216 )",166056,"(+/- 5048 )",98355,"(+/- 3296 )",86459,"(+/- 3303 )",173828,"(+/- 5516 )",77220,"(+/- 3297 )",116181,"(+/- 4264 )",158781,"(+/- 5017 )",159377,"(+/- 4925 )",152858,"(+/- 4189 )",91260,"(+/- 4155 )",154978,"(+/- 4769 )",132500,"(+/- 5288 )"
Housing,Value,"Less than $50,000",11520,"(+/- 1496 )",4739,"(+/- 1028 )",5506,"(+/- 1108 )",6272,"(+/- 1269 )",5835,"(+/- 1237 )",4168,"(+/- 1017 )",4364,"(+/- 835 )",9153,"(+/- 1435 )",4132,"(+/- 858 )",4432,"(+/- 1053 )",2165,"(+/- 669 )",1325,"(+/- 657 )",1420,"(+/- 481 )",1842,"(+/- 644 )",2063,"(+/- 594 )",5878,"(+/- 1131 )",1265,"(+/- 538 )",2050,"(+/- 547 )",2373,"(+/- 834 )",3744,"(+/- 915 )",3817,"(+/- 946 )",5244,"(+/- 1048 )",6819,"(+/- 1222 )",3376,"(+/- 937 )",4214,"(+/- 1058 )",2357,"(+/- 807 )",1560,"(+/- 453 )",704,"(+/- 335 )",1676,"(+/- 584 )",1860,"(+/- 517 )",5021,"(+/- 1293 )",3527,"(+/- 721 )",1382,"(+/- 400 )",742,"(+/- 323 )",4088,"(+/- 888 )",15394,"(+/- 1704 )",793,"(+/- 360 )",2977,"(+/- 774 )",2428,"(+/- 611 )",2015,"(+/- 597 )",3417,"(+/- 706 )",2612,"(+/- 518 )",891,"(+/- 405 )",1386,"(+/- 481 )",1389,"(+/- 444 )",2759,"(+/- 657 )",1332,"(+/- 465 )",2794,"(+/- 793 )",1963,"(+/- 547 )",6546,"(+/- 1126 )",7067,"(+/- 1203 )",1182,"(+/- 518 )",2738,"(+/- 612 )"
Housing,Value,"$50,000 to $99,999",8940,"(+/- 1310 )",4438,"(+/- 1145 )",5170,"(+/- 1065 )",4260,"(+/- 935 )",4009,"(+/- 922 )",2930,"(+/- 803 )",2646,"(+/- 715 )",9583,"(+/- 1555 )",3570,"(+/- 839 )",3182,"(+/- 858 )",3288,"(+/- 1028 )",351,"(+/- 297 )",570,"(+/- 347 )",1293,"(+/- 419 )",2187,"(+/- 632 )",5265,"(+/- 1039 )",1300,"(+/- 515 )",257,"(+/- 209 )",2279,"(+/- 588 )",1722,"(+/- 754 )",8898,"(+/- 1500 )",4360,"(+/- 1116 )",8683,"(+/- 1599 )",2519,"(+/- 867 )",3405,"(+/- 795 )",2689,"(+/- 936 )",892,"(+/- 397 )",388,"(+/- 220 )",1735,"(+/- 637 )",1164,"(+/- 584 )",3608,"(+/- 775 )",2591,"(+/- 711 )",592,"(+/- 316 )",428,"(+/- 205 )",2450,"(+/- 805 )",10442,"(+/- 1561 )",1001,"(+/- 402 )",1048,"(+/- 355 )",2119,"(+/- 653 )",599,"(+/- 273 )",1739,"(+/- 573 )",1793,"(+/- 532 )",857,"(+/- 332 )",2558,"(+/- 635 )",2046,"(+/- 702 )",2274,"(+/- 618 )",2464,"(+/- 658 )",2873,"(+/- 763 )",2442,"(+/- 952 )",4258,"(+/- 863 )",2745,"(+/- 634 )",1316,"(+/- 610 )",1338,"(+/- 497 )"
Housing,Value,"$100,000 to $149,999",15298,"(+/- 1703 )",2541,"(+/- 786 )",6060,"(+/- 1044 )",5318,"(+/- 1199 )",1828,"(+/- 501 )",4783,"(+/- 1057 )",2762,"(+/- 796 )",9897,"(+/- 1706 )",3292,"(+/- 807 )",5470,"(+/- 1119 )",1853,"(+/- 619 )",596,"(+/- 330 )",731,"(+/- 328 )",1114,"(+/- 492 )",1556,"(+/- 612 )",13259,"(+/- 1737 )",2089,"(+/- 781 )",925,"(+/- 442 )",2531,"(+/- 659 )",1306,"(+/- 526 )",18685,"(+/- 2217 )",12357,"(+/- 2124 )",16295,"(+/- 2099 )",1672,"(+/- 651 )",4121,"(+/- 874 )",1606,"(+/- 524 )",319,"(+/- 192 )",168,"(+/- 139 )",429,"(+/- 208 )",804,"(+/- 431 )",3907,"(+/- 878 )",972,"(+/- 507 )",620,"(+/- 302 )",373,"(+/- 312 )",1935,"(+/- 695 )",11375,"(+/- 1505 )",543,"(+/- 327 )",205,"(+/- 125 )",622,"(+/- 280 )",255,"(+/- 171 )",1070,"(+/- 390 )",2184,"(+/- 778 )",494,"(+/- 360 )",1784,"(+/- 566 )",1355,"(+/- 501 )",915,"(+/- 501 )",331,"(+/- 217 )",2534,"(+/- 681 )",2648,"(+/- 951 )",3582,"(+/- 989 )",5280,"(+/- 999 )",920,"(+/- 470 )",759,"(+/- 372 )"
Housing,Value,"$150,000 to $199,999",23644,"(+/- 2014 )",3804,"(+/- 928 )",10792,"(+/- 1507 )",6194,"(+/- 1210 )",3755,"(+/- 915 )",9477,"(+/- 1571 )",4671,"(+/- 918 )",22039,"(+/- 2721 )",9516,"(+/- 1427 )",8443,"(+/- 1358 )",2115,"(+/- 672 )",329,"(+/- 258 )",831,"(+/- 341 )",527,"(+/- 307 )",779,"(+/- 340 )",21668,"(+/- 2298 )",1338,"(+/- 428 )",545,"(+/- 267 )",1751,"(+/- 489 )",1418,"(+/- 737 )",25414,"(+/- 2497 )",18977,"(+/- 2372 )",23010,"(+/- 2624 )",2268,"(+/- 508 )",6233,"(+/- 970 )",918,"(+/- 324 )",403,"(+/- 277 )",297,"(+/- 261 )",685,"(+/- 429 )",715,"(+/- 397 )",6228,"(+/- 1207 )",892,"(+/- 593 )",396,"(+/- 241 )",277,"(+/- 214 )",2538,"(+/- 724 )",20737,"(+/- 2325 )",654,"(+/- 246 )",199,"(+/- 153 )",704,"(+/- 403 )",804,"(+/- 342 )",3187,"(+/- 877 )",4107,"(+/- 856 )",825,"(+/- 468 )",1686,"(+/- 586 )",946,"(+/- 384 )",975,"(+/- 497 )",450,"(+/- 221 )",2259,"(+/- 616 )",2073,"(+/- 662 )",2840,"(+/- 690 )",7623,"(+/- 1391 )",1033,"(+/- 579 )",896,"(+/- 454 )"
Housing,Value,"$200,000 to $299,999",38839,"(+/- 2772 )",17981,"(+/- 2103 )",30371,"(+/- 2303 )",32354,"(+/- 2695 )",11107,"(+/- 1387 )",39256,"(+/- 2709 )",29588,"(+/- 2353 )",44808,"(+/- 3388 )",26479,"(+/- 2037 )",39556,"(+/- 2786 )",8880,"(+/- 1339 )",1138,"(+/- 462 )",4047,"(+/- 1001 )",881,"(+/- 294 )",2542,"(+/- 685 )",31718,"(+/- 2768 )",2074,"(+/- 740 )",1123,"(+/- 491 )",1940,"(+/- 695 )",6376,"(+/- 1091 )",26766,"(+/- 2760 )",46286,"(+/- 2816 )",49122,"(+/- 3250 )",10990,"(+/- 1597 )",22900,"(+/- 1845 )",6626,"(+/- 1312 )",1044,"(+/- 491 )",1549,"(+/- 506 )",6257,"(+/- 1075 )",3417,"(+/- 892 )",25699,"(+/- 2844 )",3967,"(+/- 882 )",2182,"(+/- 738 )",2193,"(+/- 506 )",19298,"(+/- 2086 )",50688,"(+/- 3926 )",3838,"(+/- 946 )",4593,"(+/- 942 )",3510,"(+/- 809 )",5713,"(+/- 863 )",28347,"(+/- 2164 )",14987,"(+/- 1692 )",5404,"(+/- 1109 )",8030,"(+/- 1226 )",4215,"(+/- 757 )",3681,"(+/- 792 )",5646,"(+/- 1065 )",4799,"(+/- 1144 )",3927,"(+/- 702 )",8955,"(+/- 1461 )",15131,"(+/- 1650 )",4150,"(+/- 970 )",6949,"(+/- 1398 )"
Housing,Value,"$300,000 to $499,999",57407,"(+/- 2768 )",33741,"(+/- 2454 )",55653,"(+/- 3185 )",84055,"(+/- 3534 )",49557,"(+/- 2833 )",50695,"(+/- 2971 )",83696,"(+/- 3475 )",32857,"(+/- 2877 )",59512,"(+/- 3562 )",59097,"(+/- 3328 )",35533,"(+/- 2769 )",4204,"(+/- 1191 )",21637,"(+/- 1946 )",3608,"(+/- 823 )",14836,"(+/- 1709 )",18756,"(+/- 2116 )",6602,"(+/- 1218 )",4635,"(+/- 986 )",11512,"(+/- 1323 )",32668,"(+/- 2446 )",11170,"(+/- 1646 )",39556,"(+/- 2969 )",34745,"(+/- 2901 )",39385,"(+/- 3051 )",40271,"(+/- 3086 )",39049,"(+/- 2874 )",18260,"(+/- 1756 )",13727,"(+/- 1529 )",36199,"(+/- 2255 )",22611,"(+/- 2042 )",55006,"(+/- 3681 )",54960,"(+/- 3022 )",7196,"(+/- 1353 )",13440,"(+/- 1318 )",64647,"(+/- 3206 )",49791,"(+/- 2838 )",18502,"(+/- 1879 )",54180,"(+/- 2821 )",26891,"(+/- 2140 )",33969,"(+/- 2138 )",58743,"(+/- 3093 )",91092,"(+/- 4122 )",31173,"(+/- 2243 )",49398,"(+/- 2958 )",25229,"(+/- 2351 )",23655,"(+/- 2080 )",27059,"(+/- 2501 )",16715,"(+/- 2054 )",28808,"(+/- 2329 )",54751,"(+/- 3313 )",38647,"(+/- 2752 )",25028,"(+/- 2227 )",48541,"(+/- 3452 )"
Housing,Value,"$500,000 to $999,999",22895,"(+/- 2156 )",64001,"(+/- 3243 )",28692,"(+/- 2390 )",65348,"(+/- 2909 )",73295,"(+/- 3281 )",18140,"(+/- 2084 )",37582,"(+/- 2253 )",8929,"(+/- 1286 )",35912,"(+/- 2552 )",17393,"(+/- 1776 )",72186,"(+/- 3480 )",37343,"(+/- 2751 )",61227,"(+/- 2487 )",64535,"(+/- 2809 )",99095,"(+/- 3912 )",5558,"(+/- 997 )",59885,"(+/- 2456 )",37470,"(+/- 2369 )",83799,"(+/- 3571 )",56038,"(+/- 3122 )",2846,"(+/- 816 )",11997,"(+/- 1761 )",5373,"(+/- 1039 )",54943,"(+/- 3235 )",60349,"(+/- 2891 )",74139,"(+/- 2970 )",79030,"(+/- 3337 )",49114,"(+/- 3218 )",39728,"(+/- 2750 )",80871,"(+/- 3762 )",23369,"(+/- 2226 )",48986,"(+/- 2461 )",44531,"(+/- 2761 )",29540,"(+/- 2174 )",13763,"(+/- 1683 )",21222,"(+/- 1946 )",45567,"(+/- 2924 )",61790,"(+/- 2842 )",96468,"(+/- 3494 )",19057,"(+/- 1594 )",11156,"(+/- 1641 )",45467,"(+/- 2943 )",50802,"(+/- 3132 )",20248,"(+/- 1971 )",108381,"(+/- 4191 )",41477,"(+/- 2511 )",69825,"(+/- 3252 )",84405,"(+/- 3539 )",81429,"(+/- 3817 )",65662,"(+/- 3148 )",14382,"(+/- 1658 )",83767,"(+/- 4072 )",65227,"(+/- 3747 )"
Housing,Value,"$1,000,000 or more",4466,"(+/- 979 )",45595,"(+/- 3148 )",4554,"(+/- 813 )",8075,"(+/- 1243 )",15153,"(+/- 1793 )",2020,"(+/- 623 )",3642,"(+/- 794 )",1168,"(+/- 549 )",2871,"(+/- 776 )",2130,"(+/- 585 )",48027,"(+/- 2198 )",67032,"(+/- 3729 )",34083,"(+/- 2060 )",72701,"(+/- 2900 )",40018,"(+/- 2365 )",1825,"(+/- 656 )",63727,"(+/- 2824 )",114851,"(+/- 3881 )",33043,"(+/- 2475 )",20164,"(+/- 1826 )",892,"(+/- 368 )",2066,"(+/- 676 )",2094,"(+/- 786 )",24495,"(+/- 2108 )",4189,"(+/- 1068 )",17198,"(+/- 1588 )",27976,"(+/- 1975 )",34521,"(+/- 2458 )",1460,"(+/- 461 )",33395,"(+/- 2406 )",1464,"(+/- 506 )",2671,"(+/- 679 )",88448,"(+/- 3509 )",5636,"(+/- 1039 )",795,"(+/- 375 )",5211,"(+/- 827 )",27586,"(+/- 1987 )",3002,"(+/- 788 )",17901,"(+/- 1747 )",1306,"(+/- 591 )",1061,"(+/- 357 )",3814,"(+/- 876 )",7909,"(+/- 1264 )",1369,"(+/- 499 )",30267,"(+/- 2377 )",1484,"(+/- 649 )",9074,"(+/- 1358 )",42402,"(+/- 2763 )",36087,"(+/- 2485 )",6264,"(+/- 1165 )",385,"(+/- 229 )",37582,"(+/- 2968 )",6052,"(+/- 852 )"
