Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",191669,G,165045,G,227989,G,140177,G,383537,G,390897,G,817997,G,418644,G,299523,G,368852,G,274618,G,217707,G,246755,G,192487,G,202608,G,223584,G,267932,G,253201,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",a,D,26,H,13,J,a,D,a,D,124,G,18,J,14,J,20,J,30,G,14,J,77,H,194,J,169,G,376,H,415,J,233,J,270,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,139,J,252,J,a,D,a,D,232,G,21,J,48,H,a,D,a,D,320,J,1549,G,365,J,201,H,2850,G,1026,H,131,H,572,H
Business,"Paid employees for pay period including March 12",Utilities,1113,G,389,H,c,D,1230,G,454,H,h,D,2704,G,g,D,416,G,1176,H,1492,H,2795,G,2318,H,473,H,1572,H,4733,J,2591,G,1292,H
Business,"Paid employees for pay period including March 12",Construction,9110,G,7063,G,13862,G,5149,G,13157,G,16949,G,12360,G,25473,G,8808,G,11927,G,10879,G,9561,G,11817,G,14798,G,9026,G,7883,G,9197,G,11035,G
Business,"Paid employees for pay period including March 12",Manufacturing,11427,G,30153,G,27143,G,21666,G,29104,G,36231,G,21015,G,53488,G,20486,G,38376,G,26886,G,26211,G,18259,G,26396,G,39045,G,44541,G,40589,G,24814,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7183,G,8528,G,11163,G,10641,G,19010,G,24187,G,22540,G,50380,G,13336,G,47044,G,23596,G,7548,G,10076,G,11539,G,11546,G,10587,G,10540,G,16217,G
Business,"Paid employees for pay period including March 12","Retail trade",31887,G,22869,G,31688,G,24595,G,39793,G,48599,G,38394,G,41278,G,35974,G,39877,G,44113,G,35236,G,34402,G,30327,G,26697,G,33237,G,31159,G,41718,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8372,G,12774,G,28032,G,6045,G,42208,H,10918,G,11394,G,21304,G,6561,G,6133,G,17486,G,13772,G,9425,G,6460,G,7958,G,13205,G,13333,G,8782,G
Business,"Paid employees for pay period including March 12",Information,2101,G,3046,H,1836,G,1421,H,9208,G,10596,G,43066,G,13407,G,6227,G,4758,G,3918,G,2358,G,5833,G,1948,H,2705,H,2699,G,3678,G,3334,G
Business,"Paid employees for pay period including March 12","Finance and insurance",4872,G,3403,G,5668,G,3743,G,14140,G,28586,G,131162,G,21090,G,8648,G,27119,H,8603,G,6907,G,10781,G,5779,H,7277,G,7891,G,9467,G,31256,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2591,G,2081,G,2851,G,1565,H,10659,G,4304,G,16989,G,7605,H,5504,G,3929,G,3425,G,2422,G,4142,G,2089,G,2031,H,2354,G,2175,G,2294,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4700,G,3945,G,10433,H,3407,G,21998,G,28084,G,146611,G,28856,G,17312,G,40470,G,13201,G,9448,G,11110,G,11101,G,4834,G,7518,G,10146,G,8505,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2314,G,1433,G,3117,H,368,G,16943,H,22977,G,48466,G,25473,H,8374,H,29621,G,5455,H,1751,H,6450,H,3872,G,9030,H,1186,H,22521,H,4329,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11102,G,7147,G,17328,H,10203,G,30954,G,30028,G,56259,G,36185,G,16328,G,19439,G,28447,G,11128,G,9495,G,13801,G,7575,H,13117,G,12522,G,11056,G
Business,"Paid employees for pay period including March 12","Educational services",25607,H,3891,H,6011,G,3654,G,11550,G,13227,G,30738,G,6121,G,28756,H,8004,G,5684,H,2774,G,6253,G,2127,G,1351,H,2490,G,7676,J,4958,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",39127,G,33228,G,32345,G,23780,G,50534,G,49295,G,105149,G,34554,G,70432,G,44723,G,38650,G,42590,G,55256,G,22824,G,37357,G,34275,G,51973,G,35660,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1991,G,1814,H,3994,G,1924,G,7536,G,6734,G,12727,G,4769,G,5857,G,6585,G,5367,G,2851,G,3951,G,5083,G,1505,G,2603,G,3919,G,3591,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",19547,G,15222,G,21247,G,13727,G,49002,G,36798,G,81482,G,31227,G,29359,G,28420,G,25993,G,26601,G,32572,G,23826,G,19805,G,22862,G,22295,G,27945,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8616,G,7887,G,10834,G,7038,G,17210,G,19208,G,36861,G,15595,G,17042,G,11163,G,11056,G,12101,G,13994,G,9629,G,10027,G,10935,G,13769,G,15530,G
Business,"Paid employees for pay period including March 12","Industries not classified",8,J,7,G,20,J,17,J,56,J,32,J,41,J,18,J,81,H,44,J,33,H,27,J,62,G,45,J,41,J,27,J,18,G,43,H
Business,"Annual payroll ($1,000)","Total for all sectors",7874437,G,6889025,G,10218369,G,5592688,G,20306291,G,21476852,G,67192753,G,24366085,G,15336693,G,27883324,G,12674795,G,8363013,G,9796449,G,8546798,G,7472152,G,9296869,G,13232628,G,10842277,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,853,G,316,G,D,D,D,D,4836,H,712,J,274,J,787,H,1178,H,291,G,2890,H,7606,H,5820,H,14181,H,23092,H,11141,H,13422,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,3622,J,14500,J,D,D,D,D,17315,G,1034,J,4290,J,D,D,D,D,22771,J,121841,G,20660,J,16270,H,172711,G,95163,H,10742,H,34591,H
Business,"Annual payroll ($1,000)",Utilities,125006,H,41745,J,D,D,136278,H,53835,H,D,D,421730,G,D,D,45482,H,109770,H,170092,H,255949,G,281815,G,33853,H,140005,H,549845,J,258664,G,116803,H
Business,"Annual payroll ($1,000)",Construction,693562,G,517410,G,992779,G,369635,G,987653,G,1197339,G,1217047,G,1972923,G,682879,G,894420,G,879952,G,573188,G,720255,G,1109239,G,481143,G,511639,G,606050,G,627601,G
Business,"Annual payroll ($1,000)",Manufacturing,670367,G,1913003,G,1598075,G,1112119,G,1627122,G,2018006,G,1054899,G,3257876,G,1341075,G,3811158,G,1693873,G,1429655,G,1038387,G,1461610,G,1881601,G,2538030,G,2178421,G,1157411,G
Business,"Annual payroll ($1,000)","Wholesale trade",397645,G,484527,G,708696,G,646644,G,1614723,H,2008548,G,2046555,G,3848340,G,1012143,G,5061499,G,1556902,G,363521,G,548650,G,759668,G,548202,G,577301,G,560814,G,918995,G
Business,"Annual payroll ($1,000)","Retail trade",771456,G,536360,G,811315,G,626614,G,1027247,G,1313899,G,1053987,G,1120916,G,956067,G,1229674,G,1183856,G,884224,G,852234,G,706133,G,639271,G,806610,G,760780,G,990982,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",301039,G,598937,G,1482052,G,275766,G,2658115,H,490855,G,584708,G,1116555,G,269654,G,267204,G,765616,G,606309,G,385282,G,281435,G,336436,G,605214,G,542851,G,401251,G
Business,"Annual payroll ($1,000)",Information,102976,G,167452,H,95342,H,72348,H,600432,G,972035,G,4383987,G,1309316,G,523183,G,388621,G,201561,G,95011,G,346308,H,102583,H,105858,H,117107,H,171668,G,146194,G
Business,"Annual payroll ($1,000)","Finance and insurance",279418,G,152775,G,307519,G,164877,G,1263712,G,2485961,G,17450125,G,1927534,G,718770,G,2590975,H,596877,G,322923,G,608527,G,421637,G,336999,G,418088,G,517647,G,2564460,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",114161,G,74312,G,128746,G,71382,G,765171,G,249899,G,1468873,G,386287,G,303961,G,267930,G,180519,G,75464,G,147189,H,107198,G,58423,G,79074,G,75289,G,77776,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",237156,G,182673,H,670655,H,145450,G,1737587,G,2199193,G,16263833,G,2431118,G,1607263,H,4173103,G,879567,G,622529,G,603340,G,763621,G,191044,G,399303,G,630217,G,458848,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",243361,H,95341,G,192709,H,30606,G,1973595,H,2438016,G,5453686,G,2230673,G,815822,H,4493797,G,532308,H,140980,G,407842,H,430725,G,449487,H,121716,H,3185353,H,366924,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",365816,G,250613,G,568263,H,326783,G,1050199,G,1224709,G,3351596,G,1413784,G,667075,G,938739,G,961765,G,332350,G,275188,G,545646,G,206192,H,372729,G,427209,G,395738,G
Business,"Annual payroll ($1,000)","Educational services",1306177,H,92432,H,187067,G,109009,G,423608,H,460942,G,1355332,G,254256,G,1586106,J,259132,G,177999,G,58835,G,139046,H,48865,G,25294,H,52118,G,175499,J,113631,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1653571,G,1264561,G,1439896,G,926734,G,2301160,G,2494307,G,5944641,G,1496560,G,3343796,G,2075462,G,1957390,G,1751241,G,2451082,H,996266,G,1366740,G,1371018,G,2403844,G,1465335,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",44111,G,51085,H,298024,H,105112,H,405823,H,149605,G,736508,G,125123,H,189006,H,386927,H,122782,G,49237,G,59888,G,89391,G,25342,G,39386,G,54991,G,62982,G
Business,"Annual payroll ($1,000)","Accommodation and food services",328101,G,226193,G,368353,G,266436,G,1141691,G,721528,G,2315646,G,604506,G,608000,G,568028,G,457549,G,388311,G,478949,G,393234,G,261044,G,322189,G,322579,G,409549,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",240350,G,234997,G,343281,G,206368,G,672459,G,651665,G,2085854,G,666807,G,663587,G,361997,G,332519,G,288106,G,423333,G,272752,G,231531,G,296733,G,338280,G,518984,H
Business,"Annual payroll ($1,000)","Industries not classified",136,G,134,H,536,G,417,J,1219,G,1077,G,2000,G,335,G,1971,G,1188,G,606,H,449,G,868,G,852,G,648,H,514,G,589,G,800,H
Business,"Total Establishments","Total for all sectors",11931,X,10151,X,15644,X,11019,X,23375,X,25612,X,30036,X,23551,X,20623,X,21561,X,16098,X,14685,X,15495,X,17645,X,15367,X,15063,X,14851,X,16029,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",2,X,7,X,6,X,1,X,2,X,14,X,6,X,4,X,5,X,17,X,9,X,23,X,22,X,44,X,57,X,47,X,41,X,41,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,6,X,11,X,1,X,2,X,13,X,4,X,5,X,1,X,2,X,9,X,49,X,22,X,21,X,266,X,41,X,21,X,31,X
Business,"Total Establishments",Utilities,11,X,11,X,3,X,8,X,14,X,22,X,36,X,15,X,5,X,19,X,24,X,52,X,42,X,19,X,69,X,50,X,42,X,54,X
Business,"Total Establishments",Construction,1241,X,802,X,1845,X,954,X,2118,X,2429,X,817,X,2474,X,1780,X,1991,X,1322,X,1238,X,1380,X,2430,X,1552,X,1510,X,1264,X,1747,X
Business,"Total Establishments",Manufacturing,416,X,455,X,664,X,606,X,940,X,928,X,771,X,1704,X,550,X,817,X,625,X,479,X,451,X,946,X,763,X,869,X,872,X,525,X
Business,"Total Establishments","Wholesale trade",567,X,521,X,823,X,620,X,1058,X,1817,X,1252,X,2330,X,966,X,1507,X,1079,X,576,X,689,X,1054,X,815,X,806,X,797,X,945,X
Business,"Total Establishments","Retail trade",1786,X,1509,X,1793,X,1675,X,2442,X,2459,X,2672,X,2150,X,2212,X,2222,X,2108,X,2384,X,2312,X,1908,X,2349,X,2148,X,2189,X,2408,X
Business,"Total Establishments","Transportation and warehousing",565,X,614,X,1624,X,790,X,1177,X,916,X,483,X,2286,X,744,X,814,X,1207,X,552,X,526,X,725,X,693,X,829,X,650,X,612,X
Business,"Total Establishments",Information,160,X,130,X,175,X,158,X,438,X,450,X,1031,X,380,X,367,X,315,X,220,X,227,X,300,X,194,X,291,X,243,X,241,X,262,X
Business,"Total Establishments","Finance and insurance",704,X,586,X,903,X,591,X,1295,X,1902,X,2962,X,1295,X,1188,X,1426,X,854,X,1095,X,1132,X,915,X,1113,X,1073,X,1031,X,1281,X
Business,"Total Establishments","Real estate and rental and leasing",490,X,375,X,543,X,349,X,1420,X,1028,X,1726,X,775,X,1011,X,904,X,606,X,557,X,626,X,596,X,424,X,450,X,473,X,570,X
Business,"Total Establishments","Professional, scientific, and technical services",956,X,649,X,1357,X,876,X,3084,X,4277,X,7152,X,2839,X,3188,X,3343,X,1966,X,1151,X,1380,X,2331,X,913,X,1027,X,1179,X,1151,X
Business,"Total Establishments","Management of companies and enterprises",43,X,45,X,77,X,28,X,201,X,280,X,437,X,226,X,116,X,218,X,94,X,69,X,92,X,85,X,73,X,48,X,100,X,100,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",571,X,555,X,796,X,535,X,1071,X,1591,X,1480,X,1376,X,948,X,1485,X,988,X,673,X,692,X,1241,X,585,X,706,X,663,X,823,X
Business,"Total Establishments","Educational services",203,X,134,X,200,X,137,X,385,X,435,X,505,X,246,X,436,X,368,X,230,X,134,X,176,X,236,X,81,X,121,X,127,X,177,X
Business,"Total Establishments","Health care and social assistance",1589,X,1418,X,1729,X,1204,X,2586,X,2695,X,2683,X,1890,X,2901,X,2376,X,1863,X,1763,X,1552,X,1645,X,1602,X,1530,X,1479,X,1507,X
Business,"Total Establishments","Arts, entertainment, and recreation",149,X,137,X,196,X,173,X,462,X,361,X,461,X,211,X,352,X,350,X,230,X,211,X,273,X,303,X,215,X,270,X,248,X,283,X
Business,"Total Establishments","Accommodation and food services",1162,X,986,X,1415,X,1185,X,2492,X,1830,X,2640,X,1565,X,1746,X,1580,X,1245,X,1503,X,1821,X,1317,X,1389,X,1514,X,1524,X,1554,X
Business,"Total Establishments","Other services (except public administration)",1307,X,1203,X,1467,X,1118,X,2136,X,2133,X,2887,X,1763,X,2057,X,1770,X,1396,X,1921,X,1980,X,1606,X,2080,X,1761,X,1895,X,1918,X
Business,"Total Establishments","Industries not classified",9,X,8,X,17,X,10,X,52,X,32,X,31,X,17,X,50,X,37,X,23,X,28,X,27,X,29,X,37,X,20,X,15,X,40,X

"Source: 2016 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
